Metric Name;Metric Value
T15Year;2031
T15CO2;443.01692
T15ForestSize;42898326.12527
T20Year;2049
T20CO2;483.01005
T20ForestSize;48674053.17478
ForestSize2050;49285151.86466
CO2Concentration2050;485.75041
Temperature2050;2.03271
ForestSize2100;78225624.97761
CO2Concentration2100;462.27784
Temperature2100;1.74793
