Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240557.38628;415.45608;40578848.27483;1.12820
2022;3260610.28377;418.02696;40792860.24698;1.16391
2023;3282410.76068;420.82189;41013227.22853;1.20249
2024;3304085.50484;423.60071;41238672.34636;1.24060
2025;3325631.20874;426.36298;41469523.34194;1.27823
2026;3347044.77964;429.10831;41703635.80649;1.31539
2027;3368321.75001;431.83612;41950965.39854;1.35207
2028;3389457.42541;434.54582;42202367.47329;1.38828
2029;3410448.02282;437.23693;42460900.96483;1.42402
2030;3431289.20884;439.90887;42726245.11515;1.45929
2031;3451977.20376;442.56118;42994745.76688;1.49408
2032;3472507.03019;445.19321;43276692.00898;1.52840
2033;3492873.50728;447.80430;43562359.66811;1.56225
2034;3513072.15509;450.39387;43856564.55059;1.59562
2035;3533097.92852;452.96127;44157219.04461;1.62852
2036;3552946.57758;455.50597;44460881.93161;1.66094
2037;3572612.06555;458.02719;44781116.18096;1.69288
2038;3592088.20040;460.52413;45104549.51940;1.72434
2039;3611369.80266;462.99613;45437692.78473;1.75531
2040;3630451.49498;465.44250;45774472.67409;1.78581
2041;3649328.28837;467.86260;46117860.51426;1.81581
2042;3667992.66877;470.25547;46479446.13223;1.84533
2043;3686436.91496;472.62012;46848139.82337;1.87434
2044;3704654.81358;474.95575;47225172.43232;1.90286
2045;3722640.68631;477.26163;47605343.79110;1.93088
2046;3740388.53267;479.53699;47995116.93276;1.95839
2047;3757889.99600;481.78077;48401647.71794;1.98539
2048;3775136.78081;483.99189;48816780.32185;2.01188
2049;3792122.13100;486.16950;49238771.90061;2.03784
2050;3808839.56679;488.31276;49667169.08768;2.06328
2051;3825283.22185;490.42093;50098247.07878;2.08820
2052;3841444.27928;492.49286;50553263.41388;2.11258
2053;3857312.72321;494.52727;51017931.98058;2.13642
2054;3872881.96329;496.52333;51485618.02504;2.15971
2055;3888146.07732;498.48027;51958927.04730;2.18245
2056;3903097.49061;500.39711;52445142.54793;2.20465
2057;3917726.11069;502.27258;52952696.93196;2.22627
2058;3932022.32136;504.10543;53470603.99184;2.24733
2059;3945980.71159;505.89496;53984951.60688;2.26782
2060;3959596.36685;507.64056;54507441.48306;2.28773
2061;3972861.95181;509.34128;55042038.55346;2.30706
2062;3985767.23713;510.99580;55603579.01966;2.32581
2063;3998302.68736;512.60291;56174516.58686;2.34396
2064;4010464.19726;514.16208;56741207.92175;2.36151
2065;4022249.22557;515.67298;57309883.30618;2.37847
2066;4033653.81031;517.13510;57885206.48372;2.39483
2067;4044667.35802;518.54710;58505348.16779;2.41059
2068;4055280.06464;519.90770;59130219.27279;2.42573
2069;4065490.08734;521.21668;59754888.96153;2.44026
2070;4075294.74100;522.47368;60392877.59737;2.45418
2071;4084693.69267;523.67868;61020121.36004;2.46749
2072;4093681.88780;524.83101;61693377.41989;2.48019
2073;4102252.81440;525.92985;62368901.36805;2.49227
2074;4110409.35574;526.97556;63038064.36005;2.50374
2075;4118153.61477;527.96841;63718525.01977;2.51461
2076;4125489.50847;528.90891;64386570.70632;2.52489
2077;4132435.55639;529.79943;65113215.54999;2.53461
2078;4138953.90155;530.63512;65835052.93718;2.54371
2079;4145063.34418;531.41838;66555802.10660;2.55223
2080;4150770.76859;532.15010;67277232.18118;2.56018
2081;4156118.71226;532.83573;67958581.25532;2.56761
2082;4161155.45049;533.48147;68734601.28655;2.57461
2083;4165806.05843;534.07770;69498250.70223;2.58106
2084;4170078.92134;534.62550;70257350.57578;2.58697
2085;4173991.79587;535.12715;71009208.28561;2.59239
2086;4177582.04360;535.58744;71696539.24261;2.59735
2087;4179261.84572;535.80280;72514938.68884;2.59967
2088;4179716.66261;535.86111;73311400.60331;2.60030
2089;4179117.86114;535.78434;74095713.27428;2.59947
2090;4177679.09905;535.59988;74871794.76642;2.59749
2091;4175676.05070;535.34308;75642802.66168;2.59472
2092;4172788.76690;534.97292;76499890.88752;2.59073
2093;4168978.14182;534.48438;77325842.48695;2.58546
2094;4164299.06550;533.88450;78155386.30044;2.57898
2095;4158857.52988;533.18686;78958202.10652;2.57144
2096;4152809.77565;532.41151;79750002.10878;2.56305
2097;4146245.22019;531.56990;80619034.98125;2.55393
2098;4138985.01217;530.63910;81453617.68285;2.54382
2099;4131054.78771;529.62241;82292216.83686;2.53277
2100;4122514.31277;528.52748;83093539.04445;2.52084
2101;4113458.50107;527.36647;83880130.06216;2.50816
