Year;BRA;COD;AGO;TZA;MOZ;MMR
0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;-18027.00000;-11013.80000;-5550.70000;-4690.00000;-3117.10000;-2897.10000
2;-37932.00000;-22027.50000;-11101.20000;-9380.00000;-5334.00000;-5794.20000
3;-48334.00000;-33041.30000;-16651.80000;-14070.00000;-7158.32000;-8691.30000
4;-60863.00000;-44055.10000;-22202.50000;-18760.00000;-9738.90000;-11588.40000
5;-72652.00000;-55068.80000;-27753.10000;-23450.00000;-11962.40000;-14485.50000
6;-62613.72802;-52074.00424;-26020.19544;-28140.00000;-10714.40240;-17382.60000
7;-52340.22827;-49019.83604;-24251.70597;-32830.00000;-11249.55859;-20279.70000
8;-41755.27180;-45861.90925;-22424.41141;-37520.00000;-11784.71479;-23176.80000
9;-30887.46604;-42619.59692;-20548.28822;-42210.00000;-12319.87099;-26073.90000
10;-19730.32154;-39290.96296;-18622.21610;-46900.00000;-12855.02719;-28971.00000
11;-8277.26527;-35874.04639;-16645.06037;-51590.00000;-13390.18339;-31868.10000
12;3478.35604;-32366.86225;-14615.67244;-49973.70527;-13925.33959;-34765.20000
13;15543.27220;-28767.40277;-12532.89055;-48314.88522;-14460.49578;-37662.30000
14;27924.28541;-25073.63856;-10395.54042;-48253.90151;-14995.65198;-40559.40000
15;40628.26579;-21283.52001;-8202.43605;-46500.79117;-15530.80818;-43456.50000
16;53662.14631;-17394.97870;-5952.38060;-45593.74415;-16065.96438;-46353.60000
17;67032.91743;-13405.92911;-3644.16730;-44686.69712;-16601.12058;-49250.70000
18;80747.62112;-9314.27032;-1276.58048;-43779.65010;-17136.27678;-52147.80000
19;94813.34440;-5117.88798;1151.60330;-42872.60308;-17671.43297;-55044.90000
20;109237.21238;-814.65639;3641.61406;-41965.55606;-18206.58917;-57942.00000
21;124026.38064;3597.55927;6194.68708;-41058.50903;-18741.74537;-60839.10000
22;139188.02714;8120.90046;8812.06148;-40151.46201;-19276.90157;-63736.20000
23;154729.34335;12757.51270;11494.97876;-39244.41499;-19812.05777;-66633.30000
24;170657.52490;17509.54275;14244.68109;-38337.36797;-20347.21397;-69530.40000
25;186979.76141;22379.13556;17062.40963;-37430.32094;-20882.37016;-72427.50000
26;203703.22569;27368.43108;19949.40264;-36523.27392;-21417.52636;-75324.60000
27;220835.06218;32479.56078;22906.89346;-35616.22690;-21952.68256;-78221.70000
28;238382.37466;37714.64401;25936.10844;-34709.17987;-22487.83876;-81118.80000
29;256352.21310;43075.78408;29038.26461;-33802.13285;-23022.99496;-84015.90000
30;274751.55975;48565.06406;32214.56733;-32895.08583;-23558.15116;-86913.00000
31;293587.31436;54184.54244;35466.20771;-31988.03881;-24093.30735;-89810.10000
32;312866.27853;59936.24842;38794.35993;-31080.99178;-24628.46355;-92707.20000
