Metric Name;Metric Value
T15Year;2031
T15CO2;443.01707
T15ForestSize;42561808.75501
T20Year;2048
T20CO2;483.00706
T20ForestSize;47458418.23131
ForestSize2050;48235677.77151
CO2Concentration2050;487.18278
Temperature2050;2.04978
ForestSize2100;74202834.13855
CO2Concentration2100;479.98526
Temperature2100;1.96459
