Country ID;Net Zero 1.5;CO2 Emissions 1.5;Forest Contrib 1.5;Net Zero 2.0;CO2 Emissions 2.0;Forest Contrib 2.0;Net Zero 2050;CO2 Emissions 2050;Forest Contrib 2050;Forest Area 2050;Net Zero 2100;CO2 Emissions 2100;Forest Contrib 2100;Forest Area 2100;Reforestation Count;Reduce Emission Count;Buy Offset Count;Do Nothing Count;NDC Achieved Count;NDC Failed Count;Total Reforestation;Total Emission Reduction;Total Carbon Offset Bought;Total Carbon Offset Sold;Agriculture Count;Land Usage Count;Waste Count;Buildings Count;Industry Count;Transport Count;Manufacture Count;Eletricity and Heat Reduction;Fugitive Count;Other Fuels Count;Bunker Fuels Count;Agriculture Reduction;Land Usage Reduction;Reduction;Buildings Reduction;Industry Reduction;Transport Reduction;Manufacture Reduction;Eletricity and Heat Reduction;Fugitive Reduction;Other Fuels Reduction;Bunker Fuels Reduction
Albania;75.49514;118.22957;-4.94415;163.51175;256.25834;-8.42774;160.70420;251.85604;-8.31664;7883.55836;394.50044;618.33309;-17.56585;7874.30915;0;0;20;62;15;1;0.00000;0.00000;24.55849;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Algeria;3252.77534;3524.29938;92675.41216;5989.08987;7646.93775;323056.83217;5925.98764;7515.44974;313954.34408;333514.34408;2468.18872;18461.37326;1460768.33213;1480328.33213;82;0;0;0;4;12;1488675.36971;0.00000;0.00000;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Andorra;0.77700;1.64377;0.00000;1.71888;3.60045;0.00000;1.68884;3.53804;0.00000;160.00000;4.18958;8.73318;0.00000;160.00000;0;0;17;65;16;0;0.00000;0.00000;0.34637;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Angola;-1961.22507;1710.71430;-4992.16387;-4546.65903;3659.82870;51567.23547;-4458.26498;3597.66337;49332.54458;743159.44458;-16352.91043;5945.58627;255648.90152;949475.80152;37;45;0;0;0;16;104288.18759;244.65571;0.00000;117.45564;31;33;4;11;4;8;4;8;28;0;4;67.30073;99.82900;2.75988;13.42514;2.25718;8.88653;1.91904;8.88576;37.28353;0.00000;2.10892
Antigua and Barbuda;21.48000;21.90873;-10.64905;47.08942;47.94732;-23.02182;46.27141;47.11684;-22.62720;61.87280;114.64052;116.25128;-55.47785;29.02215;0;0;17;65;16;0;0.00000;0.00000;4.60793;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Argentina;3641.01991;5365.48781;90918.66707;6718.88689;11564.80059;329782.87845;6645.78110;11367.07884;320345.23092;611315.23092;-1268.29813;22609.68949;1449332.66477;1740302.66477;56;26;0;0;0;16;845321.94710;730.93778;0.00000;0.00000;15;8;6;7;7;9;5;11;7;3;0;260.51027;60.97887;38.35252;47.52219;48.59035;74.85918;33.46457;105.53932;48.39065;12.72988;0.00000
Armenia;115.89285;133.65050;-34.47360;255.17274;293.48371;-74.83525;250.72658;288.38596;-73.54795;3221.65205;621.74595;712.75548;-180.71123;3114.48877;0;0;17;65;1;15;0.00000;0.00000;28.30427;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Australia;379.11374;8083.86122;258631.92675;-2168.41798;17432.89618;878457.60080;-2022.13841;17134.71674;853967.97045;2184912.97045;-37215.08488;41794.63186;3900845.85431;5231790.85431;76;4;0;2;5;11;3517663.10748;212.71461;0.00000;126.97235;4;0;0;0;0;4;0;4;0;0;0;55.93475;0.00000;0.00000;0.00000;0.00000;46.57744;0.00000;110.20242;0.00000;0.00000;0.00000
Austria;721.87146;933.72324;589.50575;1456.08175;1920.02711;1279.61781;1436.55669;1892.39417;1257.60728;40069.50728;1693.84255;2839.87596;3089.90813;41901.80813;0;82;0;0;0;16;0.00000;144.49460;0.00000;0.00000;19;0;7;24;10;63;49;61;1;5;7;14.19340;0.00000;2.41249;16.40447;6.25073;45.71089;20.84880;34.79894;0.15355;1.25579;2.46556
Azerbaijan;628.81812;692.09417;1828.11166;1274.64711;1424.76676;3998.72970;1257.10242;1404.23972;3929.49971;14708.36971;1664.72332;2108.07345;9692.65839;20471.52839;0;82;0;0;0;16;0.00000;107.39481;0.00000;0.00000;37;0;14;36;8;30;9;57;41;7;7;15.28258;0.00000;8.22003;15.18482;2.81370;14.45449;4.01008;27.41356;15.85054;2.26760;1.89741
