Year;BRA;COD;AGO;TZA;MOZ;MMR
0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;-18027.00000;-11013.80000;-5550.70000;-4690.00000;-3117.10000;-2897.10000
2;-37932.00000;-22027.50000;-11101.20000;-9380.00000;-5334.00000;-5794.20000
3;-48334.00000;-33041.30000;-16651.80000;-14070.00000;-7158.32000;-8691.30000
4;-60863.00000;-44055.10000;-22202.50000;-18760.00000;-9738.90000;-11588.40000
5;-72652.00000;-55068.80000;-27753.10000;-23450.00000;-11962.40000;-14485.50000
6;-62613.72802;-52074.00424;-33303.72500;-28140.00000;-10714.40240;-17382.60000
7;-52340.22827;-49019.83604;-38854.35000;-32830.00000;-9438.26644;-20279.70000
8;-41755.27180;-45861.90925;-44404.97500;-37520.00000;-8122.29935;-23176.80000
9;-30887.46604;-42619.59692;-49955.60000;-36086.98537;-6771.16721;-26073.90000
10;-19730.32154;-39290.96296;-55506.22500;-34615.81890;-5384.06325;-28971.00000
11;-8277.26527;-35874.04639;-61056.85000;-33105.63390;-3960.17027;-31868.10000
12;3478.35604;-32366.86225;-66607.47500;-32389.87296;-2498.66111;-34765.20000
13;15543.27220;-28767.40277;-72158.10000;-31674.11202;-998.69909;-37662.30000
14;27924.28541;-25073.63856;-69794.15557;-30958.35107;540.56147;-40559.40000
15;40628.26579;-21283.52001;-67368.54605;-30242.59013;2119.97469;-43456.50000
16;53662.14631;-17394.97870;-66952.41143;-29526.82918;3740.40251;-46353.60000
17;67032.91743;-13405.92911;-66536.27681;-28811.06824;5402.71401;-49250.70000
18;80747.62112;-9314.27032;-66120.14219;-28095.30729;7107.78468;-52147.80000
19;94122.66473;-5117.88798;-65704.00757;-27379.54635;8856.49561;-55044.90000
20;107497.70835;-814.65639;-65287.87296;-26663.78540;10649.73262;-57942.00000
21;120872.75197;3597.55927;-64871.73834;-25948.02446;12488.38532;-60839.10000
22;134247.79559;8120.90046;-64455.60372;-25232.26352;14373.34611;-63736.20000
23;147622.83920;12757.51270;-64039.46910;-24516.50257;16305.50907;-66633.30000
24;160997.88282;17509.54275;-63623.33448;-23800.74163;18285.76878;-69530.40000
25;174372.92644;22379.13556;-63207.19986;-23084.98068;20315.01909;-72427.50000
26;187747.97006;27368.43108;-62791.06524;-22369.21974;22394.15176;-75324.60000
27;201123.01367;32479.56078;-62374.93063;-21653.45879;24524.05500;-78221.70000
28;214498.05729;37714.64401;-61958.79601;-20937.69785;26705.61200;-81118.80000
29;227873.10091;43075.78408;-61542.66139;-20221.93690;28939.69924;-84015.90000
30;241248.14452;48565.06406;-61126.52677;-19506.17596;31227.18477;-86913.00000
31;254623.18814;54184.54244;-60710.39215;-18790.41502;33568.92641;-89810.10000
32;267998.23176;59936.24842;-60294.25753;-18074.65407;35965.76976;-92707.20000
