Metric Name;Metric Value
T15Year;2031
T15CO2;443.01734
T15ForestSize;42064232.82979
T20Year;2049
T20CO2;483.01037
T20ForestSize;46087351.68897
ForestSize2050;46544275.71353
CO2Concentration2050;485.86209
Temperature2050;2.03404
ForestSize2100;67788175.50880
CO2Concentration2100;466.41891
Temperature2100;1.79928
