Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240424.94527;415.43910;40337909.53743;1.12796
2022;3260415.97095;418.00205;40306065.94104;1.16356
2023;3282082.95759;420.77987;40274779.57115;1.20191
2024;3303596.17461;423.53797;40243027.22134;1.23974
2025;3324947.79843;426.27536;40211704.68108;1.27704
2026;3346129.96425;428.99102;40177716.18763;1.31380
2027;3367133.35246;431.68376;40150441.75433;1.35002
2028;3387948.09391;434.35232;40121177.21035;1.38570
2029;3408564.82215;436.99549;40092848.15726;1.42082
2030;3428973.29372;439.61196;40064999.17399;1.45537
2031;3449163.07361;442.20039;40036305.97143;1.48935
2032;3469122.58592;444.75931;40011978.84830;1.52274
2033;3488840.09637;447.28719;39984631.33967;1.55554
2034;3508303.78874;449.78254;39958940.33118;1.58774
2035;3527500.71554;452.24368;39933781.83011;1.61931
2036;3546418.36919;454.66902;39904235.11964;1.65026
2037;3565042.35784;457.05671;39883213.23755;1.68057
2038;3583357.67897;459.40483;39857987.22435;1.71021
2039;3601349.79041;461.71151;39834967.66814;1.73919
2040;3619003.07022;463.97475;39810702.24355;1.76748
2041;3636302.05747;466.19257;39784075.56004;1.79506
2042;3653229.07338;468.36270;39766067.13158;1.82192
2043;3669765.62020;470.48277;39747086.68788;1.84805
2044;3685893.94053;472.55051;39728736.05012;1.87341
2045;3701596.37885;474.56364;39705350.32957;1.89799
2046;3716854.40387;476.51980;39684707.47361;1.92178
2047;3731646.90517;478.41627;39671094.63146;1.94475
2048;3745952.81203;480.25036;39657358.28292;1.96687
2049;3759751.72670;482.01945;39643674.46300;1.98813
2050;3773023.36077;483.72094;39626688.22298;2.00850
2051;3785747.67729;485.35227;39606037.32885;2.02796
2052;3797902.04775;486.91052;39595987.58361;2.04649
2053;3809462.95603;488.39269;39586260.95632;2.06405
2054;3820408.92820;489.79602;39573886.94418;2.08064
2055;3830719.31194;491.11786;39556605.70065;2.09621
2056;3840372.46572;492.35544;39542785.03708;2.11075
2057;3849344.71852;493.50573;39537599.23567;2.12423
2058;3857613.16507;494.56579;39532976.95611;2.13663
2059;3865156.25578;495.53285;39521397.27655;2.14791
2060;3871955.96049;496.40461;39507767.93288;2.15807
2061;3877992.75302;497.17856;39496654.40731;2.16706
2062;3883245.42587;497.85198;39493760.16014;2.17488
2063;3887695.34750;498.42248;39491422.67933;2.18149
2064;3891327.76448;498.88817;39479857.88640;2.18689
2065;3894130.45415;499.24749;39462983.61863;2.19104
2066;3896090.66080;499.49880;39450866.94325;2.19395
2067;3897194.64128;499.64034;39451569.69602;2.19558
2068;3897431.83936;499.67075;39451230.70354;2.19593
2069;3896796.65277;499.58931;39448597.18552;2.19499
2070;3895285.96064;499.39564;39446125.17893;2.19276
2071;3892899.12448;499.08963;39443841.69123;2.18922
2072;3889637.57203;498.67148;39448164.03688;2.18438
2073;3885506.26641;498.14183;39450376.09565;2.17825
2074;3880515.42913;497.50198;39448840.58449;2.17084
2075;3874672.80357;496.75292;39449500.45249;2.16215
2076;3867997.02439;495.89705;39450160.32049;2.15221
2077;3860600.19671;494.94874;39459020.18539;2.14118
2078;3852348.95545;493.89089;39463112.91199;2.12884
2079;3843344.06619;492.73642;39500373.64635;2.11535
2080;3833586.81790;491.48549;39522452.20398;2.10070
2081;3823256.86580;490.16114;39544530.76161;2.08515
2082;3812610.77994;488.79625;39578279.06427;2.06908
2083;3801362.90403;487.35422;39603521.34852;2.05206
2084;3789542.18739;485.83874;39619066.02100;2.03411
2085;3777223.47400;484.25942;39640340.28584;2.01535
2086;3764526.10068;482.63155;39661614.55068;1.99596
2087;3751681.96751;480.98487;39698707.16040;1.97627
2088;3738458.39704;479.28954;39719872.98860;1.95593
2089;3724872.23049;477.54772;39745047.62133;1.93495
2090;3710965.76800;475.76484;39770222.25407;1.91341
2091;3696811.38279;473.95018;39795396.88681;1.89140
2092;3682572.61493;472.12469;39820574.62758;1.86917
2093;3668098.57119;470.26905;39845750.81433;1.84649
2094;3653396.70508;468.38419;39870927.00108;1.82336
2095;3638493.75863;466.47356;39896103.18784;1.79982
2096;3623435.16530;464.54297;39921283.62169;1.77594
2097;3608335.01863;462.60705;39946465.74996;1.75189
2098;3593092.49520;460.65288;39971711.57122;1.72751
2099;3577711.45539;458.68096;39997660.42248;1.70281
2100;3562207.72825;456.69330;40023609.27374;1.67780
2101;3546608.85723;454.69344;40049558.12500;1.65253
