Metric Name;Metric Value
T15Year;2031
T15CO2;443.01513
T15ForestSize;43400755.73420
T20Year;2047
T20CO2;482.99755
T20ForestSize;49598032.26683
ForestSize2050;51419984.80326
CO2Concentration2050;491.46191
Temperature2050;2.10050
ForestSize2100;89637548.28226
CO2Concentration2100;546.01125
Temperature2100;2.70886
