Metric Name;Metric Value
T15Year;2031
T15CO2;443.01650
T15ForestSize;42174761.20396
T20Year;2049
T20CO2;483.01188
T20ForestSize;46536066.83755
ForestSize2050;46918458.38589
CO2Concentration2050;485.23323
Temperature2050;2.02653
ForestSize2100;68862469.57760
CO2Concentration2100;460.77501
Temperature2100;1.72910
