Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240430.31156;415.43978;40450932.30415;1.12797
2022;3260390.40970;417.99877;40534550.43788;1.16352
2023;3282011.16293;420.77066;40625239.07577;1.20179
2024;3303454.16636;423.51976;40716373.12206;1.23949
2025;3324712.34377;426.24517;40810044.51504;1.27663
2026;3345777.99286;428.94590;40904043.68031;1.31319
2027;3366642.16534;431.62079;41010257.34262;1.34918
2028;3387293.77937;434.26843;41116478.59619;1.38458
2029;3407724.15500;436.88771;41226697.45102;1.41938
2030;3427923.24314;439.47734;41340525.03836;1.45359
2031;3447881.24504;442.03606;41454238.46647;1.48719
2032;3467586.85058;444.56242;41578057.52037;1.52017
2033;3487028.22241;447.05490;41702188.21197;1.55252
2034;3506193.89073;449.51204;41831376.08615;1.58424
2035;3525071.47220;451.93224;41963499.29013;1.61531
2036;3543649.01865;454.31398;42095065.31404;1.64573
2037;3561910.08593;456.65514;42239340.54654;1.67546
2038;3579831.74671;458.95279;42381761.34160;1.70450
2039;3597404.63720;461.20572;42529392.85136;1.73283
2040;3614614.12455;463.41207;42676058.14211;1.76043
2041;3631445.58403;465.56995;42824644.75706;1.78731
2042;3647880.62953;467.67700;42986559.93832;1.81342
2043;3663901.55811;469.73097;43150678.80868;1.83877
2044;3679492.50782;471.72981;43324021.65418;1.86333
2045;3694632.98558;473.67090;43492542.96386;1.88707
2046;3709306.88483;475.55216;43666521.63037;1.90999
2047;3723493.77276;477.37100;43852195.97208;1.93206
2048;3737173.18412;479.12477;44041185.96998;1.95326
2049;3750325.90238;480.81101;44231671.76389;1.97357
2050;3762932.72381;482.42727;44423124.74052;1.99297
2051;3774974.83066;483.97113;44611746.84630;2.01144
2052;3786430.26927;485.43978;44818724.60897;2.02895
2053;3797275.75060;486.83022;45029703.39240;2.04548
2054;3807491.33079;488.13991;45237982.67114;2.06101
2055;3817057.71729;489.36637;45446105.20142;2.07550
2056;3825954.01040;490.50692;45661352.82476;2.08895
2057;3834156.92245;491.55858;45892073.84187;2.10133
2058;3841643.86997;492.51844;46127230.42278;2.11260
2059;3848396.79512;493.38420;46352863.05803;2.12274
2060;3854398.56316;494.15366;46580630.63461;2.13174
2061;3859630.16012;494.82438;46814460.18463;2.13957
2062;3864070.34290;495.39363;47069155.28688;2.14621
2063;3867699.33713;495.85889;47327273.13607;2.15163
2064;3870503.72292;496.21843;47575084.79972;2.15581
2065;3872472.72415;496.47086;47818873.51164;2.15875
2066;3873571.45181;496.61172;48061133.90290;2.16039
2067;3873776.91033;496.63807;48337605.40406;2.16069
2068;3873085.30379;496.54940;48613445.49625;2.15966
2069;3871492.30095;496.34517;48881995.01544;2.15729
2070;3868994.95105;496.02499;49156677.01545;2.15357
2071;3865594.53605;495.58904;49414697.81758;2.14850
2072;3861289.99484;495.03718;49710783.76085;2.14207
2073;3856078.39678;494.36903;50002799.74947;2.13428
2074;3849972.25951;493.58619;50284062.99783;2.12514
2075;3842984.91648;492.69037;50568856.43971;2.11467
2076;3835053.78464;491.67356;50853287.59165;2.10276
2077;3826326.58331;490.55469;51168573.71000;2.08963
2078;3816668.99022;489.31654;51473668.70225;2.07506
2079;3806136.31851;487.96619;51776453.39508;2.05914
2080;3794774.51720;486.50955;52071420.54209;2.04191
2081;3782753.35230;484.96838;52364883.01377;2.02363
2082;3770277.47838;483.36891;52697398.48458;2.00460
2083;3757083.29357;481.67735;53011110.23705;1.98440
2084;3742943.14038;479.86451;53318237.24597;1.96268
2085;3728071.38331;477.95787;53610234.68061;1.93975
2086;3712619.48492;475.97686;53898124.77593;1.91584
2087;3696804.76365;473.94933;54238943.03592;1.89125
2088;3680371.26736;471.84247;54552950.58469;1.86560
2089;3663347.43346;469.65993;54858300.74882;1.83891
2090;3645799.98975;467.41026;55159919.87035;1.81127
2091;3627833.79811;465.10690;55466034.70925;1.78283
2092;3609647.64217;462.77534;55813867.92185;1.75390
2093;3591039.53195;460.38968;56143442.31978;1.72415
2094;3572023.11134;457.95168;56469982.87816;1.69359
2095;3552636.76310;455.46625;56791701.70168;1.66227
2096;3532943.35914;452.94146;57116269.05309;1.63028
2097;3513072.28377;450.39388;57470071.69880;1.59782
2098;3492897.19980;447.80733;57790800.72164;1.56468
2099;3472429.03807;445.18321;58121668.69846;1.53087
2100;3451691.55925;442.52456;58444691.80402;1.49640
2101;3430726.02985;439.83667;58771409.61245;1.46135
