Metric Name;Metric Value
T15Year;2031
T15CO2;443.01704
T15ForestSize;41881561.47016
T20Year;2048
T20CO2;483.00735
T20ForestSize;45487712.17343
ForestSize2050;46012714.88595
CO2Concentration2050;486.66685
Temperature2050;2.04364
ForestSize2100;66127637.12274
CO2Concentration2100;478.15802
Temperature2100;1.94254
