Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240459.49284;415.44352;40482755.94659;1.12802
2022;3260440.24972;418.00516;40597959.01103;1.16361
2023;3282101.22294;420.78221;40717202.07767;1.20195
2024;3303596.92061;423.53807;40839311.70574;1.23974
2025;3324920.70067;426.27188;40964564.89626;1.27699
2026;3346065.94414;428.98281;41090765.84648;1.31369
2027;3367030.24474;431.67054;41252775.07722;1.34985
2028;3387788.01061;434.33180;41403959.99841;1.38542
2029;3408338.34858;436.96645;41559804.80001;1.42043
2030;3428672.55258;439.57340;41719935.00734;1.45486
2031;3448782.25546;442.15157;41880532.21752;1.48871
2032;3468657.66070;444.69970;42051885.19778;1.52196
2033;3488288.51087;447.21648;42224213.54988;1.55462
2034;3507664.99381;449.70064;42402276.49552;1.58668
2035;3526776.48301;452.15083;42583848.39212;1.61812
2036;3545612.87891;454.56575;42765506.97636;1.64894
2037;3564160.86354;456.94370;42967703.54035;1.67913
2038;3582407.28100;459.28298;43166435.42980;1.70867
2039;3600340.85995;461.58216;43371738.38724;1.73756
2040;3617949.27849;463.83965;43577328.20942;1.76579
2041;3635220.35300;466.05389;43786045.42397;1.79333
2042;3652139.08927;468.22296;44009485.86329;1.82019
2043;3668689.99082;470.34487;44236499.38179;1.84635
2044;3684858.78905;472.41779;44468256.84084;1.87178
2045;3700631.46917;474.43993;44699544.73424;1.89648
2046;3715993.28455;476.40940;44937728.36539;1.92044
2047;3730926.06803;478.32385;45193488.35394;1.94363
2048;3745436.76635;480.18420;45474809.33899;1.96607
2049;3759464.58722;481.98264;45747644.34078;1.98768
2050;3773009.90322;483.71922;46022972.07553;2.00848
2051;3786057.16553;485.39194;46297015.03706;2.02843
2052;3798587.73619;486.99843;46590979.67299;2.04753
2053;3810581.67615;488.53611;46890530.56900;2.06575
2054;3822022.41153;490.00287;47188985.64943;2.08308
2055;3832894.02359;491.39667;47488905.27100;2.09949
2056;3843178.97191;492.71525;47797587.94551;2.11498
2057;3852857.39698;493.95608;48122768.69427;2.12951
2058;3861875.53164;495.11225;48453355.76189;2.14302
2059;3870234.92544;496.18396;48775697.19123;2.15551
2060;3877920.72549;497.16932;49103909.07388;2.16697
2061;3884916.23738;498.06618;49438531.07804;2.17738
2062;3891203.05092;498.87219;49793780.86415;2.18672
2063;3896763.89467;499.58511;50153760.99607;2.19496
2064;3901587.39325;500.20351;50504747.02639;2.20211
2065;3905663.82243;500.72613;50857618.98131;2.20814
2066;3908982.95309;501.15166;51212649.86775;2.21304
2067;3911531.16174;501.47835;51599329.19710;2.21680
2068;3913296.57135;501.70469;51987755.84506;2.21941
2069;3914275.04330;501.83013;52372192.97636;2.22085
2070;3914463.31709;501.85427;52765312.69589;2.22113
2071;3913861.22442;501.77708;53148890.74330;2.22024
2072;3912465.11328;501.59809;53576685.30935;2.21818
2073;3910273.05083;501.31706;53998723.41468;2.21495
2074;3907218.14402;500.92540;54411807.08128;2.21044
2075;3903349.48805;500.42942;54831807.73415;2.20473
2076;3898681.50841;499.83096;55237493.45009;2.19783
2077;3893305.67464;499.14175;55691462.18034;2.18987
2078;3887106.22369;498.34695;56137380.45812;2.18068
2079;3880150.12954;497.45514;56583907.19177;2.17035
2080;3872462.51065;496.46955;57028158.77478;2.15892
2081;3864184.55020;495.40828;57431854.53577;2.14658
2082;3855521.80800;494.29767;57924579.81568;2.13365
2083;3846231.68743;493.10663;58402277.35814;2.11974
2084;3836337.66314;491.83816;58875223.29806;2.10490
2085;3825899.97752;490.50000;59341264.33597;2.08920
2086;3815026.15644;489.10592;59736715.78800;2.07279
2087;3803750.32041;487.66030;60245951.05217;2.05574
2088;3791948.84900;486.14729;60739640.51053;2.03783
2089;3779647.62025;484.57021;61223069.56085;2.01911
2090;3766900.44913;482.93596;61701609.35055;1.99965
2091;3753789.37806;481.25505;62168371.03016;1.97956
2092;3740414.13761;479.54027;62691789.44485;1.95900
2093;3726647.06725;477.77527;63191699.17953;1.93776
2094;3712500.91025;475.96166;63695537.10233;1.91586
2095;3698007.43848;474.10352;64175050.32881;1.89333
2096;3683219.48333;472.20763;64640901.36020;1.87025
2097;3668226.10479;470.28540;65174108.16835;1.84676
2098;3652929.37736;468.32428;65676265.27494;1.82270
2099;3637303.59769;466.32097;66179893.86312;1.79801
2100;3621382.44753;464.27980;66685399.67195;1.77275
2101;3605201.81624;462.20536;67158232.57121;1.74697
