Metric Name;Metric Value
T15Year;2031
T15CO2;443.01712
T15ForestSize;40178086.57683
T20Year;2049
T20CO2;483.01263
T20ForestSize;40302675.69584
ForestSize2050;40319494.02717
CO2Concentration2050;485.07273
Temperature2050;2.02462
ForestSize2100;42226154.01741
CO2Concentration2100;451.58282
Temperature2100;1.61298
