Metric Name;Metric Value
T15Year;2031
T15CO2;443.01675
T15ForestSize;41650858.25212
T20Year;2050
T20CO2;483.01549
T20ForestSize;45436021.75535
ForestSize2050;45553554.25465
CO2Concentration2050;483.76292
Temperature2050;2.00894
ForestSize2100;64263264.84564
CO2Concentration2100;439.56167
Temperature2100;1.45768
