Metric Name;Metric Value
T15Year;2031
T15CO2;443.01686
T15ForestSize;42957073.34320
T20Year;2048
T20CO2;483.00489
T20ForestSize;48623357.27281
ForestSize2050;49734527.45316
CO2Concentration2050;488.24457
Temperature2050;2.06241
ForestSize2100;81330984.88963
CO2Concentration2100;468.21529
Temperature2100;1.82220
