Metric Name;Metric Value
T15Year;2031
T15CO2;443.01594
T15ForestSize;42821576.08270
T20Year;2047
T20CO2;483.00178
T20ForestSize;48208166.91420
ForestSize2050;49470755.11989
CO2Concentration2050;489.29144
Temperature2050;2.07483
ForestSize2100;81195872.27670
CO2Concentration2100;499.03738
Temperature2100;2.18950
