Metric Name;Metric Value
T15Year;2031
T15CO2;443.01777
T15ForestSize;41645370.94538
T20Year;2049
T20CO2;483.01158
T20ForestSize;44882016.55914
ForestSize2050;45155893.40908
CO2Concentration2050;485.06601
Temperature2050;2.02454
ForestSize2100;61806246.74383
CO2Concentration2100;456.30636
Temperature2100;1.67296
