Metric Name;Metric Value
T15Year;2031
T15CO2;443.01598
T15ForestSize;39986227.14901
T20Year;2049
T20CO2;483.01048
T20ForestSize;39488478.46474
ForestSize2050;39451255.06122
CO2Concentration2050;485.40304
Temperature2050;2.02857
ForestSize2100;38693915.16001
CO2Concentration2100;454.76461
Temperature2100;1.65342
