Metric Name;Metric Value
T15Year;2031
T15CO2;443.01595
T15ForestSize;42113568.69643
T20Year;2048
T20CO2;483.00801
T20ForestSize;46205147.99225
ForestSize2050;46818962.94070
CO2Concentration2050;486.85296
Temperature2050;2.04585
ForestSize2100;69893143.28154
CO2Concentration2100;482.50955
Temperature2100;1.99479
