Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240541.42867;415.45403;40571396.38090;1.12817
2022;3260579.89652;418.02306;40777758.74699;1.16385
2023;3282353.41197;420.81454;40990249.78670;1.20239
2024;3303992.80160;423.58882;41207599.54061;1.24044
2025;3325494.22025;426.34541;41430130.71596;1.27799
2026;3346854.00784;429.08385;41655693.80490;1.31506
2027;3368067.09858;431.80347;41894239.30462;1.35163
2028;3389128.17518;434.50361;42136570.81961;1.38772
2029;3410032.80873;437.18369;42385725.67376;1.42332
2030;3430775.98423;439.84307;42641400.08341;1.45842
2031;3451353.20084;442.48118;42899933.64220;1.49303
2032;3471758.72321;445.09727;43171609.13835;1.52715
2033;3491986.57446;447.69059;43446696.05126;1.56077
2034;3512031.43947;450.26044;43730003.79946;1.59390
2035;3531887.39175;452.80608;44019474.74692;1.62653
2036;3551549.24952;455.32683;44311680.87537;1.65865
2037;3571010.00188;457.82180;44620161.21947;1.69027
2038;3590262.44265;460.29006;44931537.76890;1.72139
2039;3609300.32801;462.73081;45252355.67946;1.75199
2040;3628117.16885;465.14323;45576516.64106;1.78207
2041;3646511.36019;467.50146;45905416.60587;1.81133
2042;3664562.89320;469.81576;46251396.55779;1.83990
2043;3682257.94971;472.08435;46603347.34785;1.86776
2044;3699584.00809;474.30564;46962480.52361;1.89492
2045;3716528.86758;476.47806;47323622.87423;1.92135
2046;3733083.75057;478.60048;47696536.58606;1.94705
2047;3749226.29547;480.67004;48083348.80264;1.97201
2048;3764943.66910;482.68509;48477555.91734;1.99620
2049;3780221.85371;484.64383;48877397.50218;2.01962
2050;3795046.96845;486.54448;49282338.92600;2.04225
2051;3809405.62101;488.38534;49688669.80593;2.06408
2052;3823281.35624;490.16428;50117631.04426;2.08510
2053;3836656.43960;491.87903;50554920.47395;2.10529
2054;3849516.51232;493.52776;50993887.93130;2.12464
2055;3861847.86867;495.10870;51437124.21592;2.14312
2056;3873635.16501;496.61989;51891956.67363;2.16074
2057;3884860.60263;498.05905;52366776.34025;2.17746
2058;3895506.97975;499.42397;52850585.11210;2.19327
2059;3905561.46871;500.71301;53329459.94798;2.20817
2060;3915011.96525;501.92461;53815092.68641;2.22213
2061;3923844.23391;503.05695;54311439.52638;2.23515
2062;3931960.25817;504.09747;54833054.78890;2.24709
2063;3939383.10142;505.04912;55362652.14160;2.25798
2064;3946102.19588;505.91054;55886518.29060;2.26782
2065;3952109.21802;506.68067;56410863.47308;2.27661
2066;3957395.18557;507.35836;56940357.79575;2.28433
2067;3961945.91542;507.94178;57509679.73325;2.29096
2068;3965701.26588;508.42324;58083585.04869;2.29643
2069;3968680.31455;508.80517;58655598.62393;2.30077
2070;3970607.55122;509.05225;59238596.91960;2.30357
2071;3971618.00766;509.18180;59808763.70416;2.30504
2072;3971708.82565;509.19344;60423098.37691;2.30517
2073;3970877.34854;509.08684;61039001.28329;2.30396
2074;3969132.54441;508.86315;61646545.40305;2.30143
2075;3966484.92790;508.52371;62263486.94493;2.29758
2076;3962949.04353;508.07039;62866012.71651;2.29243
2077;3958618.34834;507.51517;63525350.85708;2.28613
2078;3953325.12712;506.83655;64178081.02035;2.27841
2079;3947162.55558;506.04648;64827786.16234;2.26941
2080;3940160.72513;505.14881;65476283.10420;2.25918
2081;3932471.10329;504.16296;66082934.49759;2.24792
2082;3924305.33059;503.11607;66786677.11048;2.23593
2083;3915407.26812;501.97529;67474282.26858;2.22285
2084;3905802.71271;500.74394;68155720.02779;2.20869
2085;3895557.15688;499.43040;68828351.41220;2.19355
2086;3884785.01664;498.04936;69435110.02675;2.17760
2087;3873639.93766;496.62050;70172917.76003;2.16104
2088;3861928.56061;495.11905;70888212.58152;2.14359
2089;3849670.23540;493.54747;71590705.05129;2.12528
2090;3836909.06449;491.91142;72284332.20399;2.10615
2091;3823713.91840;490.21973;72972278.46195;2.08630
2092;3810213.57422;488.48892;73736265.14887;2.06593
2093;3796268.38405;486.70107;74473217.27988;2.04481
2094;3781889.05396;484.85757;75213304.30827;2.02295
2095;3767103.14025;482.96194;75926327.30055;2.00039
2096;3751956.92130;481.02012;76628028.43397;1.97718
2097;3736525.52794;479.04173;77406763.25189;1.95345
2098;3720721.23631;477.01554;78149891.61343;1.92904
2099;3704499.91272;474.93589;78897041.76685;1.90388
2100;3687751.56411;472.78866;79611609.65346;1.87779
2101;3670594.13173;470.58899;80309549.47150;1.85094
