Metric Name;Metric Value
T15Year;2031
T15CO2;443.01576
T15ForestSize;41373713.45373
T20Year;2049
T20CO2;483.01062
T20ForestSize;44064471.89159
ForestSize2050;44318139.36154
CO2Concentration2050;485.35968
Temperature2050;2.02805
ForestSize2100;58981859.27270
CO2Concentration2100;458.14575
Temperature2100;1.69616
