Metric Name;Metric Value
T15Year;2031
T15CO2;443.01685
T15ForestSize;40028545.61915
T20Year;2049
T20CO2;483.01126
T20ForestSize;39635083.36831
ForestSize2050;39609782.72844
CO2Concentration2050;485.38272
Temperature2050;2.02832
ForestSize2100;39902954.07358
CO2Concentration2100;454.59583
Temperature2100;1.65129
