Metric Name;Metric Value
T15Year;2031
T15CO2;443.01525
T15ForestSize;43468871.56684
T20Year;2047
T20CO2;482.99878
T20ForestSize;49827088.03437
ForestSize2050;51637755.50454
CO2Concentration2050;491.16002
Temperature2050;2.09693
ForestSize2100;90651827.98089
CO2Concentration2100;547.57388
Temperature2100;2.72530
