Metric Name;Metric Value
T15Year;2031
T15CO2;443.01569
T15ForestSize;42991045.21991
T20Year;2047
T20CO2;483.00098
T20ForestSize;48527675.21813
ForestSize2050;49871781.74759
CO2Concentration2050;489.76677
Temperature2050;2.08046
ForestSize2100;81653723.06965
CO2Concentration2100;484.23019
Temperature2100;2.01586
