Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240465.30406;415.44427;40529284.91426;1.12803
2022;3260437.06970;418.00475;40692399.46941;1.16360
2023;3282084.71149;420.78009;40860344.02380;1.20192
2024;3303559.49525;423.53327;41031524.03858;1.23967
2025;3324855.08584;426.26347;41206560.82812;1.27688
2026;3345965.16593;428.96989;41383093.38181;1.31352
2027;3366881.86968;431.65152;41571185.53094;1.34959
2028;3387598.88670;434.30755;41765715.26968;1.38510
2029;3408104.30040;436.93645;41963532.81116;1.42003
2030;3428391.46646;439.53737;42166351.23976;1.45438
2031;3448452.41917;442.10928;42370390.10514;1.48815
2032;3468277.78641;444.65100;42585944.17250;1.52133
2033;3487857.77696;447.16125;42803162.69448;1.55391
2034;3507183.07903;449.63886;43026862.33427;1.58588
2035;3526243.56799;452.08251;43254950.14254;1.61724
2036;3545029.66468;454.49098;43483962.63658;1.64799
2037;3563529.75749;456.86279;43727403.27588;1.67810
2038;3581731.83258;459.19639;43971858.40775;1.70758
2039;3599623.80288;461.49023;44228849.07451;1.73641
2040;3617193.11514;463.74271;44487282.09406;1.76457
2041;3634428.38940;465.95236;44748756.54672;1.79207
2042;3651315.24288;468.11734;45027494.52166;1.81888
2043;3667838.73399;470.23574;45310274.88709;1.84500
2044;3683985.40794;472.30582;45598985.27019;1.87040
2045;3699741.99544;474.32590;45888316.65781;1.89508
2046;3715094.53206;476.29417;46185709.37665;1.91903
2047;3730026.37762;478.20851;46497442.32912;1.94223
2048;3744520.96465;480.06679;46815175.39588;1.96465
2049;3758563.09173;481.86706;47137002.51729;1.98629
2050;3772137.66728;483.60739;47462494.12635;2.00713
2051;3785230.04989;485.28590;47787888.49906;2.02716
2052;3797822.52239;486.90032;48134407.38322;2.04636
2053;3809896.07563;488.44821;48487730.12853;2.06471
2054;3821435.07008;489.92757;48841188.83038;2.08218
2055;3832424.52028;491.33648;49197357.36417;2.09878
2056;3842847.81201;492.67280;49563547.04593;2.11448
2057;3852675.12106;493.93271;49947981.57274;2.12923
2058;3861893.10148;495.11450;50339723.54026;2.14304
2059;3870487.59328;496.21636;50724836.43922;2.15588
2060;3878445.21656;497.23657;51114999.93885;2.16775
2061;3885795.83027;498.17895;51531163.78134;2.17868
2062;3892445.63512;499.03149;51967090.86535;2.18856
2063;3898403.80825;499.79536;52407178.69637;2.19739
2064;3903660.08949;500.46924;52839768.33886;2.20517
2065;3908206.15245;501.05207;53271232.08638;2.21189
2066;3912033.05597;501.54270;53706196.30236;2.21755
2067;3915126.73720;501.93933;54179339.09408;2.22211
2068;3917474.69713;502.24035;54655639.57589;2.22557
2069;3919073.03010;502.44526;55128165.32392;2.22792
2070;3919918.58280;502.55366;55610303.46757;2.22917
2071;3920010.98284;502.56551;56083657.68445;2.22931
2072;3919347.50844;502.48045;56593837.82198;2.22833
2073;3917926.07634;502.29821;57104063.00346;2.22624
2074;3915754.75748;502.01984;57604422.13407;2.22304
2075;3912842.42733;501.64647;58113976.95338;2.21875
2076;3909200.99162;501.17961;58610419.59674;2.21338
2077;3904906.58206;500.62905;59158228.37962;2.20704
2078;3899678.74802;499.95881;59698275.65887;2.19931
2079;3893665.60985;499.18790;60235385.58851;2.19041
2080;3886850.41665;498.31416;60772528.72176;2.18031
2081;3879401.92069;497.35922;61269660.34897;2.16925
2082;3871498.93861;496.34602;61848321.19054;2.15750
2083;3862910.62233;495.24495;62411236.18328;2.14469
2084;3853663.25404;494.05939;62972508.77732;2.13088
2085;3843822.00212;492.79769;63527343.73088;2.11614
2086;3833501.78416;491.47459;64012247.63718;2.10065
2087;3822878.61500;490.11264;64629783.39168;2.08466
2088;3811749.74422;488.68586;65218311.29064;2.06786
2089;3800131.92777;487.19640;65801105.63321;2.05027
2090;3788063.13020;485.64912;66380146.29188;2.03194
2091;3775606.65570;484.05214;66948438.27855;2.01297
2092;3762896.90111;482.42268;67581572.47311;1.99354
2093;3749697.66871;480.73047;68188103.56504;1.97330
2094;3736068.88369;478.98319;68799143.49318;1.95232
2095;3722043.38886;477.18505;69386329.46247;1.93066
2096;3707676.29333;475.34311;69960209.50713;1.90838
2097;3693052.05695;473.46821;70605260.79181;1.88562
2098;3677985.72855;471.53663;71217467.80401;1.86208
2099;3662530.97564;469.55525;71835093.98591;1.83783
2100;3646718.34517;467.52799;72419552.49509;1.81292
2101;3630598.00866;465.46128;72987634.79033;1.78741
