Metric Name;Metric Value
T15Year;2031
T15CO2;443.01643
T15ForestSize;39986092.65656
T20Year;2049
T20CO2;483.01057
T20ForestSize;39471363.79572
ForestSize2050;39433236.75923
CO2Concentration2050;485.35209
Temperature2050;2.02796
ForestSize2100;38525062.37320
CO2Concentration2100;454.30595
Temperature2100;1.64761
