Metric Name;Metric Value
T15Year;2031
T15CO2;443.01670
T15ForestSize;40417988.95298
T20Year;2049
T20CO2;483.01111
T20ForestSize;40937695.00954
ForestSize2050;40999508.20251
CO2Concentration2050;485.30685
Temperature2050;2.02742
ForestSize2100;44522531.22698
CO2Concentration2100;450.55034
Temperature2100;1.59990
