Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240443.29689;415.44145;40404209.96752;1.12799
2022;3260432.72820;418.00420;40439981.34730;1.16359
2023;3282103.84357;420.78254;40477865.75607;1.20195
2024;3303618.51226;423.54083;40516769.39962;1.23978
2025;3324969.67450;426.27816;40556926.89548;1.27708
2026;3346150.25528;428.99362;40596099.51158;1.31384
2027;3367151.56464;431.68610;40644147.43160;1.35006
2028;3387964.49971;434.35442;40691438.92981;1.38573
2029;3408580.62024;436.99752;40741254.24451;1.42084
2030;3428990.61227;439.61418;40793172.47551;1.45540
2031;3449185.02880;442.20321;40845904.17062;1.48938
2032;3469153.34253;444.76325;40904694.75422;1.52279
2033;3488884.93052;447.29294;40962193.14586;1.55562
2034;3508369.15264;449.79092;41023111.84213;1.58784
2035;3527594.30412;452.25568;41086362.65252;1.61947
2036;3546549.18847;454.68579;41147060.81567;1.65047
2037;3565220.79490;457.07959;41218155.43708;1.68086
2038;3583595.57321;459.43533;41286953.69311;1.71060
2039;3601660.50593;461.75135;41359902.32841;1.73969
2040;3619401.56889;464.02584;41433585.14404;1.76812
2041;3636804.97251;466.25705;41506922.79144;1.79586
2042;3653854.78276;468.44292;41590930.68403;1.82292
2043;3670534.31964;470.58132;41676054.24656;1.84926
2044;3686827.71538;472.67022;41763930.72490;1.87488
2045;3702719.27420;474.70760;41848930.31479;1.89975
2046;3718192.49236;476.69135;41938865.63352;1.92387
2047;3733228.35149;478.61902;42038058.00700;1.94720
2048;3747807.93339;480.48820;42139387.51546;1.96974
2049;3761913.04819;482.29654;42243063.13010;1.99146
2050;3775525.66464;484.04175;42345762.08169;2.01234
2051;3788628.04488;485.72154;42447153.46148;2.03237
2052;3801199.89291;487.33332;42561533.44102;2.05152
2053;3813220.04860;488.87437;42678653.29372;2.06977
2054;3824669.40610;490.34223;42795570.64420;2.08709
2055;3835522.91802;491.73371;42909775.72128;2.10347
2056;3845764.52291;493.04673;43029797.10387;2.11888
2057;3855278.77693;494.26651;43158405.91702;2.13315
2058;3864089.66065;495.39611;43288741.51502;2.14634
2059;3872178.42915;496.43313;43412545.30177;2.15842
2060;3879527.26355;497.37529;43535853.91688;2.16938
2061;3886117.57473;498.22020;43661630.93832;2.17918
2062;3891929.45049;498.96531;43800307.58696;2.18781
2063;3896944.13324;499.60822;43940915.98796;2.19524
2064;3901148.32714;500.14722;44068886.36217;2.20147
2065;3904530.86528;500.58088;44194738.97113;2.20647
2066;3907080.45449;500.90775;44318741.81328;2.21024
2067;3908783.13656;501.12604;44468141.66855;2.21276
2068;3909626.72203;501.23420;44617573.45424;2.21400
2069;3909606.97528;501.23166;44758124.58277;2.21397
2070;3908721.41928;501.11813;44903223.87120;2.21267
2071;3906971.05947;500.89373;45034669.31119;2.21008
2072;3904355.81141;500.55844;45195035.32752;2.20622
2073;3900876.50032;500.11237;45354013.19410;2.20108
2074;3896544.31171;499.55696;45499275.79446;2.19467
2075;3891372.88271;498.89396;45647817.37324;2.18701
2076;3885377.32760;498.12530;45794456.34501;2.17812
2077;3878633.82792;497.26075;45965371.44761;2.16810
2078;3871029.16224;496.28579;46130213.41393;2.15679
2079;3862642.88065;495.21063;46289950.14912;2.14429
2080;3853493.73439;494.03766;46443054.08556;2.13062
2081;3843754.01624;492.78898;46591812.51336;2.11603
2082;3833644.92884;491.49294;46768440.35874;2.10085
2083;3822901.55149;490.11558;46934154.60241;2.08468
2084;3811553.88465;488.66075;47090378.62604;2.06755
2085;3799678.89726;487.13832;47236227.61322;2.04957
2086;3787395.60710;485.56354;47389643.15598;2.03092
2087;3774918.57366;483.96392;47568512.12129;2.01191
2088;3762027.61832;482.31123;47736105.52472;1.99220
2089;3748739.45012;480.60762;47889520.57865;1.97182
2090;3735097.33615;478.85863;48049662.01998;1.95082
2091;3721170.73059;477.07317;48209803.46132;1.92930
2092;3707119.58281;475.27174;48415727.18630;1.90751
2093;3692788.50459;473.43442;48603451.10380;1.88520
2094;3678187.83108;471.56254;48786298.37086;1.86238
2095;3663343.00015;469.65936;48970411.12955;1.83909
2096;3648296.44268;467.73031;49154528.13534;1.81539
2097;3633160.35011;465.78979;49340995.40007;1.79145
2098;3617836.63694;463.82521;49527544.52597;1.76711
2099;3602328.91679;461.83704;49714200.45666;1.74237
2100;3586652.14173;459.82720;49900856.38734;1.71726
2101;3570831.58950;457.79892;50095345.25392;1.69180
