Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240559.17982;415.45631;40606597.06390;1.12820
2022;3260604.99615;418.02628;40848899.39474;1.16390
2023;3282395.32329;420.81991;41098155.47391;1.20247
2024;3304054.81894;423.59677;41353098.75384;1.24055
2025;3325580.23075;426.35644;41614070.94985;1.27814
2026;3346968.35220;429.09851;41878923.02612;1.31526
2027;3368214.87215;431.82242;42157639.52401;1.35189
2028;3389315.17368;434.52759;42441090.19618;1.38804
2029;3410265.56085;437.21353;42732348.52907;1.42371
2030;3431061.79727;439.87972;43031108.46224;1.45890
2031;3451700.21073;442.52567;43333730.67045;1.49362
2032;3472175.06232;445.15065;43650494.83431;1.52785
2033;3492481.70211;447.75406;43971703.76294;1.56160
2034;3512615.77016;450.33536;44302188.16790;1.59487
2035;3532572.34647;452.89389;44639911.82055;1.62765
2036;3552347.34275;455.42915;44981259.34830;1.65996
2037;3571934.86079;457.94037;45340210.06418;1.69178
2038;3591328.82734;460.42677;45703197.73112;1.72311
2039;3610524.22176;462.88772;46076789.12466;1.75396
2040;3629515.83423;465.32254;46454907.53648;1.78431
2041;3648291.88406;467.72973;46839980.15602;1.81416
2042;3666848.25765;470.10875;47244631.74035;1.84352
2043;3685177.18596;472.45861;47657293.92297;1.87236
2044;3703272.49521;474.77853;48079212.86294;1.90070
2045;3721128.58516;477.06777;48505004.32105;1.92852
2046;3738739.52144;479.32558;48941450.51184;1.95583
2047;3756096.95610;481.55089;49395796.04978;1.98263
2048;3773192.62116;483.74264;49859739.09289;2.00889
2049;3790019.81849;485.89998;50331551.30385;2.03463
2050;3806572.21510;488.02208;50810273.41368;2.05983
2051;3822844.07047;490.10821;51292856.14955;2.08450
2052;3838826.54546;492.15725;51800813.92431;2.10863
2053;3854509.62539;494.16790;52319488.52666;2.13220
2054;3869886.80476;496.13933;52842129.06216;2.15522
2055;3884952.38442;498.07082;53370555.87403;2.17769
2056;3899699.10569;499.96142;53912480.90327;2.19959
2057;3914116.88987;501.80986;54477512.51654;2.22093
2058;3928196.04868;503.61488;55054046.99075;2.24169
2059;3941931.25209;505.37580;55627815.53938;2.26187
2060;3955293.90896;507.08896;56210822.45828;2.28143
2061;3968287.91675;508.75486;56806986.74356;2.30039
2062;3980902.68952;510.37214;57431520.97014;2.31873
2063;3993128.30325;511.93953;58066686.60493;2.33645
2064;4004958.34031;513.45620;58698124.04003;2.35355
2065;4016391.03472;514.92193;59332634.88627;2.37002
2066;4027422.05045;516.33616;59975133.13883;2.38587
2067;4038040.86974;517.69755;60660806.76641;2.40109
2068;4048230.91776;519.00396;61354117.56585;2.41565
2069;4057972.87099;520.25293;62047351.82645;2.42954
2070;4067277.17094;521.44579;62755698.78569;2.44277
2071;4076137.68727;522.58175;63454141.32475;2.45534
2072;4084550.75396;523.66035;64200769.67507;2.46725
2073;4092509.45215;524.68070;64950635.07280;2.47850
2074;4100016.53555;525.64315;65694853.93726;2.48908
2075;4107074.08673;526.54796;66451302.32232;2.49902
2076;4113686.06755;527.39565;67195695.62219;2.50831
2077;4119872.44165;528.18877;68000971.02747;2.51698
2078;4125592.79259;528.92215;68802133.89096;2.52500
2079;4130866.95831;529.59833;69603012.43630;2.53237
2080;4135696.38125;530.21748;70405663.44044;2.53912
2081;4140128.89288;530.78576;71167838.49618;2.54531
2082;4144217.13772;531.30989;72027691.29613;2.55100
2083;4147880.46266;531.77955;72875398.98377;2.55611
2084;4151127.81169;532.19587;73718696.09049;2.56062
2085;4153978.26755;532.56132;74555845.40413;2.56459
2086;4156471.32680;532.88094;75329369.17469;2.56805
2087;4158645.63273;533.15970;76237183.52349;2.57107
2088;4160427.69475;533.38817;77123854.81675;2.57354
2089;4161828.68420;533.56778;77999172.39724;2.57548
2090;4162862.67103;533.70034;78867418.57904;2.57692
2091;4163540.28873;533.78722;79731874.12828;2.57786
2092;4163891.64109;533.83226;80675489.48528;2.57834
2093;4163676.02927;533.80462;81592416.63886;2.57805
2094;4162998.05470;533.71770;82512854.24733;2.57711
2095;4161165.20178;533.48272;83406243.89591;2.57457
2096;4158571.88717;533.15024;84289201.51231;2.57097
2097;4155319.58576;532.73328;85252947.08995;2.56646
2098;4151179.95666;532.20256;86181099.24379;2.56071
2099;4146226.80662;531.56754;87111931.45480;2.55382
2100;4140541.57731;530.83866;88004999.82068;2.54591
2101;4134222.39337;530.02851;88883588.05621;2.53710
