Metric Name;Metric Value
T15Year;2031
T15CO2;443.01690
T15ForestSize;42292457.27317
T20Year;2049
T20CO2;483.01040
T20ForestSize;46917569.85719
ForestSize2050;47380932.65476
CO2Concentration2050;485.55872
Temperature2050;2.03042
ForestSize2100;71854980.17488
CO2Concentration2100;465.69478
Temperature2100;1.79032
