Metric Name;Metric Value
T15Year;2031
T15CO2;443.01639
T15ForestSize;39925389.94861
T20Year;2049
T20CO2;483.01152
T20ForestSize;39261700.27631
ForestSize2050;39209844.61321
CO2Concentration2050;485.44381
Temperature2050;2.02905
ForestSize2100;37685721.32166
CO2Concentration2100;455.40266
Temperature2100;1.66150
