Metric Name;Metric Value
T15Year;2031
T15CO2;443.01729
T15ForestSize;42268679.87287
T20Year;2049
T20CO2;483.00951
T20ForestSize;46760443.83794
ForestSize2050;47295425.79099
CO2Concentration2050;486.07784
Temperature2050;2.03662
ForestSize2100;71458391.59682
CO2Concentration2100;474.63309
Temperature2100;1.89987
