Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240432.25060;415.44003;40376349.29782;1.12797
2022;3260419.89357;418.00255;40383567.63598;1.16357
2023;3282082.71407;420.77984;40392101.02762;1.20191
2024;3303587.78952;423.53690;40400882.48292;1.23972
2025;3324927.69605;426.27278;40410128.92635;1.27700
2026;3346094.96874;428.98653;40417583.70486;1.31374
2027;3367080.50068;431.67699;40433088.86241;1.34993
2028;3387874.74376;434.34292;40446994.32486;1.38557
2029;3408468.78302;436.98318;40462561.78470;1.42065
2030;3428852.79911;439.59651;40479351.61086;1.45516
2031;3449016.80769;442.18164;40496055.44876;1.48910
2032;3468949.71107;444.73714;40517899.66374;1.52245
2033;3488640.28167;447.26157;40537513.97590;1.55521
2034;3508077.23940;449.75349;40559591.55944;1.58736
2035;3527248.20318;452.21131;40583024.79772;1.61890
2036;3546141.26287;454.63350;40602909.42011;1.64981
2037;3564742.65587;457.01829;40632174.96189;1.68008
2038;3583038.04130;459.36385;40658108.99226;1.70970
2039;3601013.57150;461.66841;40687138.63747;1.73865
2040;3618654.35225;463.93005;40715828.09652;1.76692
2041;3635945.68375;466.14688;40743078.46463;1.79449
2042;3652870.68173;468.31675;40779885.67631;1.82136
2043;3669411.67611;470.43739;40816675.78833;1.84749
2044;3685551.76982;472.50664;40855066.82526;1.87287
2045;3701274.19951;474.52233;40889409.94616;1.89749
2046;3716555.93555;476.48153;40926895.01564;1.92131
2047;3731379.48080;478.38198;40972117.10343;1.94433
2048;3745724.71555;480.22112;41017933.35624;1.96652
2049;3759572.21662;481.99644;41064530.26512;1.98785
2050;3772902.69119;483.70547;41108563.09716;2.00831
2051;3785697.11592;485.34578;41149679.56299;2.02788
2052;3797933.89043;486.91460;41202155.10652;2.04654
2053;3809590.53712;488.40904;41255720.99987;2.06425
2054;3820636.81499;489.82523;41306651.66656;2.08098
2055;3831057.90523;491.16127;41353068.91984;2.09672
2056;3840833.14891;492.41451;41403344.62035;2.11145
2057;3849939.84794;493.58203;41462656.85314;2.12513
2058;3858356.05390;494.66103;41522937.81303;2.13774
2059;3866062.93335;495.64909;41575922.83284;2.14927
2060;3873010.61966;496.53982;41627338.86813;2.15964
2061;3879195.64332;497.33277;41680294.57222;2.16886
2062;3884597.67785;498.02534;41745216.15408;2.17689
2063;3889197.59526;498.61508;41811131.59502;2.18373
2064;3892981.78034;499.10023;41863467.89890;2.18934
2065;3895938.80563;499.47933;41912743.09770;2.19372
2066;3898057.18397;499.75092;41959224.00973;2.19686
2067;3899322.83796;499.91318;42030157.34789;2.19874
2068;3899723.49007;499.96455;42100492.57034;2.19933
2069;3899254.88180;499.90447;42161162.33893;2.19864
2070;3897914.63812;499.73265;42225598.52797;2.19665
2071;3895703.97309;499.44923;42275603.33656;2.19338
2072;3892623.28327;499.05427;42352792.80576;2.18882
2073;3888673.91551;498.54794;42428310.58732;2.18296
2074;3883867.54272;497.93174;42489355.66834;2.17583
2075;3878218.49822;497.20750;42552931.67696;2.16743
2076;3871742.72419;496.37727;42613867.84921;2.15780
2077;3864554.64956;495.45572;42699046.12073;2.14708
2078;3856518.35797;494.42543;42777774.03292;2.13508
2079;3847715.72463;493.29689;42851027.69909;2.12191
2080;3838178.74475;492.07420;42918024.96744;2.10761
2081;3828072.25714;490.77849;42980676.72717;2.09241
2082;3817652.13689;489.44258;43071197.90447;2.07671
2083;3806635.02623;488.03013;43150805.48006;2.06005
2084;3795048.73078;486.54471;43220922.83561;2.04249
2085;3782967.33989;484.99581;43280665.15471;2.02412
2086;3770506.48016;483.39827;43347974.02939;2.00511
2087;3757875.01698;481.77885;43431101.24894;1.98578
2088;3744859.83461;480.11024;43502781.78192;1.96579
2089;3731478.07806;478.39463;43561037.80148;1.94517
2090;3717773.40276;476.63762;43626890.45628;1.92397
2091;3703815.85483;474.84819;43692743.11109;1.90231
2092;3689766.73772;473.04702;43778891.00930;1.88042
2093;3675473.99154;471.21461;43858329.49570;1.85806
2094;3660945.68688;469.35201;43936048.87715;1.83525
2095;3646207.20831;467.46246;44013768.25860;1.81202
2096;3631301.54463;465.55148;44091491.88716;1.78843
2097;3616340.82955;463.63344;44169215.65611;1.76466
2098;3601227.27893;461.69580;44247003.89506;1.74054
2099;3585964.44463;459.73903;44325495.16402;1.71608
2100;3570567.28681;457.76504;44403986.43297;1.69130
2101;3555061.94550;455.77717;44482477.70192;1.66624
