Country ID;Net Zero 1.5;CO2 Emissions 1.5;Forest Contrib 1.5;Net Zero 2.0;CO2 Emissions 2.0;Forest Contrib 2.0;Net Zero 2050;CO2 Emissions 2050;Forest Contrib 2050;Forest Area 2050;Net Zero 2100;CO2 Emissions 2100;Forest Contrib 2100;Forest Area 2100;Reforestation Count;Reduce Emission Count;Buy Offset Count;Do Nothing Count;NDC Achieved Count;NDC Failed Count;Total Reforestation;Total Emission Reduction;Total Carbon Offset Bought;Total Carbon Offset Sold;Agriculture Count;Land Usage Count;Waste Count;Buildings Count;Industry Count;Transport Count;Manufacture Count;Eletricity and Heat Reduction;Fugitive Count;Other Fuels Count;Bunker Fuels Count;Agriculture Reduction;Land Usage Reduction;Reduction;Buildings Reduction;Industry Reduction;Transport Reduction;Manufacture Reduction;Eletricity and Heat Reduction;Fugitive Reduction;Other Fuels Reduction;Bunker Fuels Reduction
Albania;75.11052;117.62632;-4.92892;158.53863;248.46036;-8.23094;160.70420;251.85604;-8.31664;7883.55836;394.50044;618.33309;-17.56585;7874.30915;0;0;20;62;15;1;0.00000;0.00000;24.55849;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Algeria;3237.85750;3506.28145;91885.64716;5876.06754;7414.02786;307081.66936;5925.98764;7515.44974;313954.34408;333514.34408;2293.68802;18280.46803;1462248.56102;1481808.56102;77;5;0;0;3;13;1358326.14945;153.67916;0.00000;0.00000;0;0;0;0;0;5;0;5;5;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;37.07428;0.00000;42.79416;73.81071;0.00000;0.00000
Andorra;0.77289;1.63522;0.00000;1.66566;3.48990;0.00000;1.68884;3.53804;0.00000;160.00000;4.18958;8.73318;0.00000;160.00000;0;0;17;65;16;0;0.00000;0.00000;0.34637;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Angola;-1794.92743;1700.21997;-90652.78250;-3520.39794;3545.03723;-83330.83154;-3567.85726;3592.91772;-82283.67051;611543.22949;-9650.28525;8760.40466;30730.84282;724557.74282;3;1;30;48;15;1;9867.58269;0.74098;342.02585;384.20869;1;1;0;0;0;0;0;0;1;0;0;0.24740;0.36264;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.13093;0.00000;0.00000
Antigua and Barbuda;21.36825;21.79493;-10.59498;45.64051;46.47626;-22.32281;46.27141;47.11684;-22.62720;61.87280;114.64052;116.25128;-55.47785;29.02215;0;0;17;65;16;0;0.00000;0.00000;4.60793;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Argentina;3724.68736;5246.35652;-17407.73500;7272.94439;10380.45519;-36969.31250;7351.61256;10498.71664;-37477.01484;253492.98516;8709.86630;15664.42670;-92270.62443;198699.37557;0;82;0;0;0;16;0.00000;788.32120;0.00000;0.00000;59;20;11;14;15;42;11;50;14;7;3;266.36326;65.58584;42.42359;52.41921;55.09122;81.55244;39.67216;110.90294;52.65774;18.44947;3.20334
Armenia;115.28469;132.95195;-34.29720;247.29726;284.45387;-72.55500;250.72658;288.38596;-73.54795;3221.65205;621.74595;712.75548;-180.71123;3114.48877;0;0;17;65;1;15;0.00000;0.00000;28.30427;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Australia;382.28718;8043.00140;256507.11726;-1912.66184;16904.71919;835477.50260;-2022.13841;17134.71674;853967.97045;2184912.97045;-46791.38819;29826.48715;3361704.52437;4692649.52437;43;39;0;0;0;16;1436225.35259;1164.93086;0.00000;454.48762;21;5;5;5;6;19;10;25;13;3;5;221.90875;20.68740;20.06475;23.08633;29.31677;184.04949;74.33214;442.10271;117.30539;7.50142;24.57571
Austria;718.25963;929.01925;586.48962;1421.11636;1870.70295;1240.62969;1436.55669;1892.39417;1257.60728;40069.50728;1693.84255;2839.87596;3089.90813;41901.80813;0;82;0;0;0;16;0.00000;144.49460;0.00000;0.00000;19;0;7;24;10;63;49;61;1;5;7;14.19340;0.00000;2.41249;16.40447;6.25073;45.71089;20.84880;34.79894;0.15355;1.25579;2.46556
Azerbaijan;638.15952;701.08624;1818.62500;1356.79324;1501.63970;3876.09988;1375.28001;1522.41732;3929.49971;14708.36971;3321.48419;3764.83432;9692.65839;20471.52839;0;0;21;61;15;1;0.00000;0.00000;149.99857;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
