Metric Name;Metric Value
T15Year;2031
T15CO2;443.01621
T15ForestSize;41260055.16744
T20Year;2049
T20CO2;483.01152
T20ForestSize;43621595.31614
ForestSize2050;43860942.42906
CO2Concentration2050;485.48652
Temperature2050;2.02956
ForestSize2100;56675811.20414
CO2Concentration2100;459.67302
Temperature2100;1.71533
