Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240454.65008;415.44290;40540216.87647;1.12801
2022;3260411.64024;418.00149;40714422.09375;1.16356
2023;3282033.08111;420.77347;40893654.03841;1.20182
2024;3303472.20282;423.52208;41076668.60791;1.23952
2025;3324722.23463;426.24644;41263763.82062;1.27664
2026;3345776.43026;428.94570;41452765.16187;1.31319
2027;3366625.86156;431.61870;41657292.87446;1.34915
2028;3387261.16284;434.26425;41864500.15569;1.38452
2029;3407674.27207;436.88132;42077415.30576;1.41930
2030;3427856.35432;439.46876;42295686.62708;1.45348
2031;3447798.89805;442.02550;42515628.73944;1.48705
2032;3467491.98304;444.55025;42747334.58052;1.52001
2033;3486925.24448;447.04170;42981186.55246;1.55235
2034;3506088.74300;449.49856;43221968.00144;1.58407
2035;3524971.70884;451.91945;43467595.07908;1.61515
2036;3543563.89277;454.30306;43714613.44254;1.64559
2037;3561852.98758;456.64782;43976535.71972;1.67537
2038;3579826.25800;458.95208;44239957.44369;1.70449
2039;3597471.69520;461.21432;44511397.29845;1.73294
2040;3614776.80697;463.43292;44784730.52417;1.76070
2041;3631729.21954;465.60631;45062833.84002;1.78776
2042;3648313.75623;467.73253;45357295.76263;1.81411
2043;3664510.39683;469.80903;45656892.25417;1.83973
2044;3680304.73063;471.83394;45962733.28397;1.86460
2045;3695683.42065;473.80557;46269699.34480;1.88872
2046;3710631.57362;475.72200;46584198.10603;1.91206
2047;3725131.68909;477.58099;46913353.18077;1.93461
2048;3739166.08790;479.38027;47248977.04050;1.95635
2049;3752718.40885;481.11774;47589295.76429;1.97727
2050;3765772.36776;482.79133;47933825.62257;1.99734
2051;3778312.12104;484.39899;48278812.25405;2.01656
2052;3790318.73262;485.93830;48645484.54436;2.03490
2053;3801757.81363;487.40485;49019250.19300;2.05231
2054;3812619.10344;488.79732;49393583.76771;2.06880
2055;3822886.15574;490.11361;49770978.66441;2.08434
2056;3832540.90444;491.35140;50158792.36798;2.09891
2057;3841562.84897;492.50806;50565404.66084;2.11250
2058;3849932.13121;493.58104;50979806.97822;2.12507
2059;3857640.16806;494.56925;51395486.77054;2.13662
2060;3864659.40947;495.46916;51812997.05705;2.14713
2061;3870978.00037;496.27923;52239901.88813;2.15656
2062;3876576.93245;496.99704;52691070.00317;2.16491
2063;3881438.45354;497.62031;53149073.67560;2.17214
2064;3885550.92645;498.14755;53600195.67889;2.17826
2065;3888893.65173;498.57611;54050553.95282;2.18322
2066;3891462.42046;498.90544;54504861.74074;2.18703
2067;3893242.38859;499.13364;54997797.43218;2.18967
2068;3894220.37880;499.25902;55494513.31373;2.19112
2069;3894384.82569;499.28011;55988218.71617;2.19137
2070;3893735.57989;499.19687;56492505.03275;2.19041
2071;3892272.85027;499.00934;56983323.17968;2.18824
2072;3889993.73811;498.71715;57517723.30721;2.18486
2073;3886895.26649;498.31991;58053065.55865;2.18026
2074;3882829.84694;497.79870;58578409.04325;2.17423
2075;3877887.09367;497.16501;59111929.42885;2.16688
2076;3872081.97699;496.42077;59629977.32492;2.15824
2077;3865470.84322;495.57319;60203466.22899;2.14839
2078;3857886.79454;494.60087;60769041.27049;2.13707
2079;3849434.23479;493.51721;61330255.32578;2.12442
2080;3840150.66737;492.32701;61889012.78254;2.11051
2081;3830196.93220;491.05089;62404603.08269;2.09555
2082;3819778.97285;489.71525;63011892.32206;2.07985
2083;3808638.25114;488.28696;63603732.19447;2.06302
2084;3796802.37948;486.76954;64187960.95051;2.04509
2085;3784340.92841;485.17191;64762191.85660;2.02615
2086;3771374.16134;483.50951;65269375.34933;2.00637
2087;3758096.26196;481.80721;65906608.57199;1.98606
2088;3744289.43750;480.03711;66520415.86819;1.96485
2089;3729971.17128;478.20143;67120519.99687;1.94279
2090;3715109.82656;476.29613;67713060.99366;1.91979
2091;3699808.84466;474.33447;68297903.31638;1.89603
2092;3684209.09266;472.33450;68956634.04564;1.87170
2093;3668167.51273;470.27789;69626973.28175;1.84657
2094;3651682.63532;468.16444;70280293.77728;1.82063
2095;3634791.78951;465.99895;70909819.08157;1.79394
2096;3617548.57075;463.78828;71525982.48433;1.76657
2097;3600044.40614;461.54415;72224320.87945;1.73864
2098;3582176.04505;459.25334;72884257.85336;1.71000
2099;3563918.44261;456.91262;73548196.63793;1.68059
2100;3545312.20007;454.52721;74179696.41077;1.65046
2101;3526398.34562;452.10235;74794831.34424;1.61967
