Metric Name;Metric Value
T15Year;2031
T15CO2;443.01769
T15ForestSize;41681814.95265
T20Year;2050
T20CO2;483.01500
T20ForestSize;45150189.52073
ForestSize2050;45328970.14813
CO2Concentration2050;484.24465
Temperature2050;2.01471
ForestSize2100;62616964.40163
CO2Concentration2100;445.83237
Temperature2100;1.53923
