Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240436.92117;415.44063;40402532.14174;1.12798
2022;3260421.00106;418.00269;40436602.78403;1.16357
2023;3282082.18801;420.77977;40476522.62597;1.20191
2024;3303582.15710;423.53617;40515552.55811;1.23971
2025;3324914.48132;426.27109;40555809.02293;1.27698
2026;3346071.86933;428.98357;40595052.66768;1.31370
2027;3367045.40354;431.67249;40643143.04787;1.34987
2028;3387825.67737;434.33663;40690838.31030;1.38549
2029;3408403.92284;436.97486;40741099.13464;1.42054
2030;3428770.55850;439.58597;40793381.77385;1.45502
2031;3448916.27295;442.16875;40843992.96170;1.48893
2032;3468830.24290;444.72183;40903119.48481;1.52225
2033;3488501.12772;447.24373;40960934.11354;1.55498
2034;3507917.96424;449.73307;41022148.93845;1.58710
2035;3527068.88571;452.18832;41084608.47281;1.61860
2036;3545942.47053;454.60801;41144786.42875;1.64948
2037;3564525.16198;456.99041;41216123.26454;1.67972
2038;3582802.89637;459.33370;41285142.20731;1.70931
2039;3600762.25631;461.63619;41358289.59369;1.73824
2040;3618389.25990;463.89606;41429368.37673;1.76649
2041;3635669.95173;466.11153;41501246.03339;1.79405
2042;3652586.55769;468.28033;41591045.38935;1.82090
2043;3669118.92383;470.39986;41679119.23318;1.84702
2044;3685254.66621;472.46855;41769414.55711;1.87240
2045;3700976.56215;474.48417;41856676.17124;1.89702
2046;3716267.63682;476.44457;41948749.33962;1.92086
2047;3731108.24042;478.34721;42050808.51769;1.94391
2048;3745478.79316;480.18959;42154980.25057;1.96614
2049;3759360.89277;481.96935;42259427.14960;1.98752
2050;3772736.16406;483.68412;42363603.47572;2.00806
2051;3785586.19509;485.33156;42466338.75635;2.02771
2052;3797889.88825;486.90896;42583495.02050;2.04647
2053;3809625.25755;488.41349;42703365.67930;2.06430
2054;3820773.22991;489.84272;42819235.23287;2.08119
2055;3831231.66596;491.18355;42931760.46626;2.09698
2056;3841020.04605;492.43847;43048888.47673;2.11173
2057;3850114.94669;493.60448;43178389.62809;2.12539
2058;3858493.67322;494.67868;43309736.31091;2.13795
2059;3866137.99595;495.65872;43428948.27278;2.14938
2060;3873030.23901;496.54234;43550113.68565;2.15967
2061;3879151.04453;497.32706;43673747.50487;2.16879
2062;3884479.53322;498.01020;43814046.11955;2.17672
2063;3888996.19585;498.58926;43955094.50632;2.18343
2064;3892687.68978;499.06252;44083154.56436;2.18890
2065;3895542.63482;499.42854;44209096.85717;2.19314
2066;3897549.49954;499.68583;44333189.38316;2.19611
2067;3898675.47777;499.83019;44481940.18847;2.19778
2068;3898917.49890;499.86122;44630666.98442;2.19813
2069;3898271.18828;499.77836;44770300.99986;2.19718
2070;3896734.03490;499.58129;44914271.87819;2.19490
2071;3894307.09557;499.27014;45044378.74832;2.19131
2072;3890962.35867;498.84133;45201409.93131;2.18635
2073;3886715.44024;498.29685;45356921.89479;2.18005
2074;3881578.06747;497.63821;45498112.03177;2.17243
2075;3875487.97049;496.85743;45641680.88028;2.16337
2076;3868503.12377;495.96194;45782609.89241;2.15297
2077;3860740.57042;494.96674;45947781.00381;2.14139
2078;3852058.70216;493.85368;46106501.75589;2.12841
2079;3842543.69975;492.63381;46259748.26195;2.11416
2080;3832229.22461;491.31144;46406738.37019;2.09867
2081;3821289.71041;489.90894;46549382.96980;2.08220
2082;3809993.59619;488.46072;46723794.58602;2.06514
2083;3798042.17939;486.92848;46885902.87485;2.04703
2084;3785464.68842;485.31599;47039775.58189;2.02792
2085;3772338.92096;483.63319;47183413.09808;2.00791
2086;3758789.15034;481.89604;47320643.02149;1.98719
2087;3745050.52750;480.13468;47501910.05478;1.96609
2088;3730886.13714;478.31874;47665863.62284;1.94427
2089;3716313.23009;476.45041;47817815.99127;1.92173
2090;3701376.28702;474.53542;47972824.89994;1.89853
2091;3686147.19308;472.58297;48129140.22348;1.87479
2092;3670795.36010;470.61479;48331868.63592;1.85076
2093;3655159.75683;468.61023;48506091.22918;1.82617
2094;3639251.65272;466.57072;48680432.47654;1.80106
2095;3623096.34794;464.49953;48856039.21553;1.77544
2096;3606737.58747;462.40225;49031650.20162;1.74939
2097;3590274.07059;460.29155;49222961.89589;1.72304
2098;3573612.81639;458.15549;49400963.60080;1.69626
2099;3556760.08390;455.99488;49582556.17670;1.66905
2100;3539732.60111;453.81187;49764148.75261;1.64142
2101;3522559.57827;451.61020;49945741.32851;1.61343
