Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240516.79895;415.45087;40492196.43374;1.12813
2022;3260554.79110;418.01985;40618341.69438;1.16381
2023;3282322.57570;420.81059;40749326.96373;1.20234
2024;3303959.74044;423.58458;40883977.89753;1.24038
2025;3325461.51375;426.34122;41022589.83075;1.27793
2026;3346823.25109;429.07990;41162985.53068;1.31500
2027;3368038.82798;431.79985;41315087.43122;1.35159
2028;3389101.81717;434.50023;41469717.28080;1.38768
2029;3410006.59708;437.18033;41629900.04511;1.42327
2030;3430746.89249;439.83935;41795280.65876;1.45837
2031;3451316.87484;442.47652;41962170.34292;1.49297
2032;3471709.40710;445.09095;42140823.27816;1.52707
2033;3491917.03438;447.68167;42321480.12547;1.56066
2034;3511932.88481;450.24781;42508921.30050;1.59374
2035;3531749.39424;452.78838;42701060.00859;1.62630
2036;3551359.66024;455.30252;42894438.94799;1.65834
2037;3570754.86652;457.78909;43102567.77848;1.68986
2038;3589925.91510;460.24691;43312039.05939;1.72084
2039;3608855.20133;462.67374;43529141.89659;1.75127
2040;3627538.46425;465.06903;43747857.59720;1.78115
2041;3645967.19070;467.43169;43971120.65037;1.81046
2042;3664130.20069;469.76028;44210484.19112;1.83921
2043;3682015.96625;472.05333;44454822.03177;1.86738
2044;3699614.32851;474.30953;44705328.81021;1.89496
2045;3716915.52043;476.52763;44956814.56834;1.92195
2046;3733909.09082;478.70629;45217189.03132;1.94833
2047;3750565.96935;480.84179;45490279.07593;1.97408
2048;3766881.23590;482.93349;45769294.73321;1.99918
2049;3782842.97234;484.97987;46054500.17030;2.02364
2050;3798439.55394;486.97943;46342626.54565;2.04743
2051;3813659.76528;488.93074;46633395.44669;2.07055
2052;3828489.92654;490.83204;46941153.93791;2.09299
2053;3842915.56186;492.68148;47255702.40216;2.11474
2054;3856924.28823;494.47747;47574145.60115;2.13577
2055;3870504.54867;496.21853;47894295.48802;2.15609
2056;3883643.74920;497.90304;48224587.87923;2.17568
2057;3896327.16026;499.52912;48570260.92362;2.19453
2058;3908540.64746;501.09495;48923302.65087;2.21262
2059;3920272.97289;502.59910;49275499.64954;2.22994
2060;3931513.54709;504.04020;49632929.38664;2.24649
2061;3942250.65976;505.41675;49998591.57830;2.26225
2062;3952470.84818;506.72703;50382948.55081;2.27721
2063;3962161.29140;507.96940;50775058.14751;2.29136
2064;3971314.02887;509.14282;51160370.55490;2.30469
2065;3979922.53539;510.24648;51549419.87204;2.31720
2066;3987952.87109;511.27601;51941716.39463;2.32884
2067;3995407.13963;512.23168;52364888.92436;2.33963
2068;4001850.06682;513.05770;52792038.59465;2.34893
2069;4007487.19295;513.78041;53215004.73135;2.35706
2070;4012191.72300;514.38355;53646151.28238;2.36384
2071;4016024.95217;514.87499;54067778.49994;2.36935
2072;4018985.42722;515.25454;54521468.21673;2.37360
2073;4021072.18692;515.52208;54978321.88386;2.37660
2074;4022294.11859;515.67873;55425487.93043;2.37835
2075;4022662.27783;515.72593;55879910.70459;2.37888
2076;4022191.46440;515.66557;56320353.36837;2.37821
2077;4020977.12546;515.50989;56805866.69437;2.37646
2078;4018899.50136;515.24353;57296070.43683;2.37348
2079;4016025.87377;514.87511;57781874.97261;2.36936
2080;4012383.00707;514.40808;58265712.48594;2.36412
2081;4008116.66598;513.86111;58709293.74923;2.35799
2082;4003440.46214;513.26160;59229492.75895;2.35125
2083;3998105.43695;512.57762;59741295.07009;2.34356
2084;3992134.75455;511.81215;60248614.81060;2.33494
2085;3984004.97875;510.76987;60762294.54807;2.32319
2086;3974619.48467;509.56660;61198759.78950;2.30960
2087;3964449.78029;508.26279;61734946.60310;2.29483
2088;3953017.40383;506.79710;62257973.33427;2.27819
2089;3940383.66991;505.17739;62769592.25921;2.25975
2090;3926675.97290;503.42000;63280535.12163;2.23967
2091;3912124.02480;501.55436;63794557.17568;2.21829
2092;3897087.69700;499.62663;64338575.06795;2.19611
2093;3881180.07329;497.58719;64867048.72480;2.17255
2094;3864429.84424;495.43972;65399777.00209;2.14765
2095;3846923.07180;493.19527;65913019.24463;2.12150
2096;3828799.51362;490.87173;66436004.80442;2.09431
2097;3810260.70172;488.49496;66986801.44753;2.06637
2098;3791072.58824;486.03495;67516486.31346;2.03731
2099;3771258.70813;483.49471;68052856.22530;2.00715
2100;3750882.73988;480.88240;68562023.12184;1.97597
2101;3730044.86443;478.21088;69083786.22072;1.94391
