Metric Name;Metric Value
T15Year;2031
T15CO2;443.01496
T15ForestSize;42673203.51367
T20Year;2048
T20CO2;483.00689
T20ForestSize;47882862.42382
ForestSize2050;48712874.42247
CO2Concentration2050;487.06996
Temperature2050;2.04844
ForestSize2100;76302853.39100
CO2Concentration2100;449.15469
Temperature2100;1.58241
