Metric Name;Metric Value
T15Year;2031
T15CO2;443.01569
T15ForestSize;41971551.34821
T20Year;2049
T20CO2;483.00838
T20ForestSize;45806963.88504
ForestSize2050;46341895.83743
CO2Concentration2050;486.58959
Temperature2050;2.04272
ForestSize2100;67813989.21744
CO2Concentration2100;477.55416
Temperature2100;1.93526
