Country ID;Net Zero 1.5;CO2 Emissions 1.5;Forest Contrib 1.5;Net Zero 2.0;CO2 Emissions 2.0;Forest Contrib 2.0;Net Zero 2050;CO2 Emissions 2050;Forest Contrib 2050;Forest Area 2050;Net Zero 2100;CO2 Emissions 2100;Forest Contrib 2100;Forest Area 2100;Reforestation Count;Reduce Emission Count;Buy Offset Count;Do Nothing Count;NDC Achieved Count;NDC Failed Count;Total Reforestation;Total Emission Reduction;Total Carbon Offset Bought;Total Carbon Offset Sold;Agriculture Count;Land Usage Count;Waste Count;Buildings Count;Industry Count;Transport Count;Manufacture Count;Eletricity and Heat Reduction;Fugitive Count;Other Fuels Count;Bunker Fuels Count;Agriculture Reduction;Land Usage Reduction;Reduction;Buildings Reduction;Industry Reduction;Transport Reduction;Manufacture Reduction;Eletricity and Heat Reduction;Fugitive Reduction;Other Fuels Reduction;Bunker Fuels Reduction
Albania;75.52719;118.27985;-4.94542;163.81861;256.73951;-8.43989;160.70420;251.85604;-8.31664;7883.55836;394.50044;618.33309;-17.56585;7874.30915;0;0;20;62;15;1;0.00000;0.00000;24.55849;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Algeria;3254.01751;3525.80088;92741.22592;5995.87522;7661.30920;324051.72075;5925.98764;7515.44974;313954.34408;333514.34408;2468.18872;18461.37326;1460768.33213;1480328.33213;82;0;0;0;4;12;1488675.36971;0.00000;0.00000;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Andorra;0.77735;1.64448;0.00000;1.72216;3.60727;0.00000;1.68884;3.53804;0.00000;160.00000;4.18958;8.73318;0.00000;160.00000;0;0;17;65;16;0;0.00000;0.00000;0.34637;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Angola;-1962.10642;1711.42418;-4976.00638;-4694.71226;3503.45950;39591.12874;-4585.83748;3447.93166;38021.32094;731848.22094;-16185.66729;5164.28255;155826.47841;849653.37841;13;69;0;0;0;16;26487.58476;247.13536;0.00000;84.30467;52;55;6;13;5;10;5;9;48;0;4;67.50370;100.03788;3.11221;13.72454;2.44355;9.21899;2.18682;9.10130;37.57345;0.00000;2.23291
Antigua and Barbuda;21.48931;21.91822;-10.65356;47.17883;48.03809;-23.06495;46.27141;47.11684;-22.62720;61.87280;114.64052;116.25128;-55.47785;29.02215;0;0;17;65;16;0;0.00000;0.00000;4.60793;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Argentina;3642.39551;5367.74564;90986.90412;6726.76151;11586.41129;330814.39946;6645.78110;11367.07884;320345.23092;611315.23092;-2122.28533;21556.78792;1407090.72038;1698060.72038;52;30;0;0;0;16;748765.53246;753.47754;0.00000;0.00000;16;9;7;7;8;11;7;13;8;4;0;262.51398;61.98496;39.80053;48.76216;52.34671;77.80542;36.81988;107.93677;50.25638;15.25075;0.00000
Armenia;115.94353;133.70871;-34.48830;255.65872;294.04088;-74.97595;250.72658;288.38596;-73.54795;3221.65205;621.74595;712.75548;-180.71123;3114.48877;0;0;17;65;1;15;0.00000;0.00000;28.30427;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Australia;378.84662;8087.26621;258808.99421;-2184.70645;17465.48676;881134.28144;-2022.13841;17134.71674;853967.97045;2184912.97045;-37425.02019;41572.77082;3885322.94057;5216267.94057;75;5;0;2;5;11;3437166.48499;332.48924;0.00000;68.98766;5;0;0;0;0;5;0;5;0;0;0;87.43030;0.00000;0.00000;0.00000;0.00000;72.80411;0.00000;172.25483;0.00000;0.00000;0.00000
Austria;722.17244;934.11524;589.75709;1458.21554;1923.04735;1282.02353;1436.55669;1892.39417;1257.60728;40069.50728;1693.84255;2839.87596;3089.90813;41901.80813;0;82;0;0;0;16;0.00000;144.49460;0.00000;0.00000;19;0;7;24;10;63;49;61;1;5;7;14.19340;0.00000;2.41249;16.40447;6.25073;45.71089;20.84880;34.79894;0.15355;1.25579;2.46556
Azerbaijan;629.08019;692.38537;1828.90221;1276.56387;1427.01034;4006.29644;1257.10242;1404.23972;3929.49971;14708.36971;1664.72332;2108.07345;9692.65839;20471.52839;0;82;0;0;0;16;0.00000;107.39481;0.00000;0.00000;37;0;14;36;8;30;9;57;41;7;7;15.28258;0.00000;8.22003;15.18482;2.81370;14.45449;4.01008;27.41356;15.85054;2.26760;1.89741
