Metric Name;Metric Value
T15Year;2031
T15CO2;443.01641
T15ForestSize;40634466.62396
T20Year;2049
T20CO2;483.01119
T20ForestSize;41656528.81992
ForestSize2050;41760654.53103
CO2Concentration2050;485.09949
Temperature2050;2.02494
ForestSize2100;48232613.52957
CO2Concentration2100;449.57788
Temperature2100;1.58745
