Metric Name;Metric Value
T15Year;2031
T15CO2;443.01699
T15ForestSize;40221233.18924
T20Year;2049
T20CO2;483.01120
T20ForestSize;40287819.93354
ForestSize2050;40298840.00567
CO2Concentration2050;485.27291
Temperature2050;2.02701
ForestSize2100;41921021.93576
CO2Concentration2100;454.88478
Temperature2100;1.65493
