Metric Name;Metric Value
T15Year;2031
T15CO2;443.01427
T15ForestSize;43355004.57205
T20Year;2047
T20CO2;483.00200
T20ForestSize;49620714.95149
ForestSize2050;51150506.55020
CO2Concentration2050;489.85171
Temperature2050;2.08146
ForestSize2100;88239040.51377
CO2Concentration2100;524.37623
Temperature2100;2.47522
