Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240514.07935;415.45052;40465554.45314;1.12812
2022;3260557.79069;418.02023;40564697.46819;1.16382
2023;3282334.28085;420.81209;40668228.34892;1.20236
2024;3303984.83599;423.58780;40775004.54534;1.24042
2025;3325504.45730;426.34673;40886006.99567;1.27801
2026;3346888.28442;429.08824;40998226.18260;1.31512
2027;3368130.17630;431.81156;41121129.41777;1.35174
2028;3389223.65780;434.51585;41246100.83281;1.38788
2029;3410162.95394;437.20038;41376155.28186;1.42354
2030;3430941.62475;439.86431;41510927.48710;1.45870
2031;3451553.25875;442.50683;41649184.12797;1.49337
2032;3471986.93944;445.12653;41795742.18345;1.52753
2033;3492237.18214;447.72272;41943541.88028;1.56119
2034;3512296.87722;450.29447;42097347.92685;1.59434
2035;3532158.03020;452.84077;42256124.62495;1.62697
2036;3551813.27299;455.36068;42415440.75321;1.65908
2037;3571253.67772;457.85304;42587494.72312;1.69067
2038;3590470.03500;460.31667;42760049.39675;1.72172
2039;3609453.79586;462.75049;42939604.52965;1.75223
2040;3628195.60087;465.15328;43122796.88964;1.78220
2041;3646685.95662;467.52384;43312032.63273;1.81161
2042;3664913.99075;469.86077;43511495.32567;1.84045
2043;3682868.84809;472.16267;43715134.08179;1.86873
2044;3700540.10827;474.42822;43924638.07702;1.89642
2045;3717917.59412;476.65610;44135140.22417;1.92352
2046;3734990.49712;478.84494;44353825.59588;1.95002
2047;3751745.90973;480.99307;44584279.08074;1.97590
2048;3768171.19351;483.09887;44820183.41513;2.00117
2049;3784218.23696;485.15618;45060896.28735;2.02574
2050;3799891.71114;487.16560;45307193.12811;2.04965
2051;3815176.35229;489.12517;45553365.37659;2.07286
2052;3830056.33408;491.03286;45812716.52358;2.09536
2053;3844518.72707;492.88702;46077451.93722;2.11716
2054;3858563.75863;494.68766;46366508.96695;2.13824
2055;3872150.63377;496.42957;46651781.69152;2.15856
2056;3885275.89807;498.11229;46942758.97157;2.17812
2057;3897925.02298;499.73398;47243273.54682;2.19691
2058;3910084.14327;501.29284;47549874.50653;2.21491
2059;3921741.06847;502.78732;47856174.08863;2.23211
2060;3932884.35610;504.21594;48165999.76594;2.24851
2061;3943501.58891;505.57713;48483952.19888;2.26409
2062;3953278.03199;506.83052;48809317.51769;2.27840
2063;3962345.98680;507.99308;49139886.33842;2.29163
2064;3970676.24374;509.06106;49474922.96798;2.30376
2065;3978265.77619;510.03407;49804834.88353;2.31479
2066;3985104.40663;510.91082;50143919.49269;2.32471
2067;3991180.86030;511.68985;50493627.88838;2.33351
2068;3996486.25285;512.37003;50848165.90045;2.34118
2069;4001011.80094;512.95023;51205674.73937;2.34772
2070;4004755.28668;513.43016;51567755.19317;2.35312
2071;4007715.13716;513.80963;51934382.65685;2.35738
2072;4009887.85483;514.08819;52305798.65988;2.36051
2073;4011248.11421;514.26258;52682155.86494;2.36247
2074;4011816.74390;514.33548;53062803.63568;2.36329
2075;4011602.27003;514.30798;53447586.23558;2.36298
2076;4010623.08403;514.18245;53820291.33210;2.36157
2077;4008964.41566;513.96980;54213234.97411;2.35918
2078;4006519.58163;513.65636;54611232.34287;2.35567
2079;4001759.42282;513.04608;55012846.13086;2.34881
2080;3995504.00534;512.24410;55417168.44917;2.33979
2081;3988017.89547;511.28435;55784043.07843;2.32898
2082;3979766.64502;510.22649;56194279.48295;2.31704
2083;3970241.57609;509.00533;56607133.75715;2.30322
2084;3959494.60398;507.62751;57022712.78003;2.28760
2085;3947669.40855;506.11146;57440559.88144;2.27037
2086;3935007.72318;504.48817;57796612.32742;2.25186
2087;3921932.15827;502.81182;58220000.35876;2.23268
2088;3908009.22388;501.02682;58645307.03415;2.21220
2089;3893262.99672;499.13628;59072395.51675;2.19042
2090;3877731.77912;497.14510;59490612.66770;2.16740
2091;3861577.17076;495.07400;59911506.11649;2.14336
2092;3845082.97446;492.95936;60341740.99876;2.11871
2093;3827970.20890;490.76541;60772818.41789;2.09303
2094;3810256.46532;488.49442;61204609.07979;2.06632
2095;3792002.14337;486.15412;61616698.72432;2.03868
2096;3773304.18921;483.75695;62038368.97977;2.01022
2097;3754375.26589;481.33016;62472362.61898;1.98127
2098;3734959.99621;478.84103;62900417.61029;1.95143
2099;3715096.67905;476.29445;63329166.71020;1.92074
2100;3694823.40584;473.69531;63757817.59373;1.88925
2101;3674204.45741;471.05185;64186278.47505;1.85704
