Metric Name;Metric Value
T15Year;2031
T15CO2;443.01574
T15ForestSize;41677616.39073
T20Year;2047
T20CO2;483.00227
T20ForestSize;44809331.81575
ForestSize2050;45558576.08457
CO2Concentration2050;489.16363
Temperature2050;2.07331
ForestSize2100;64216250.85010
CO2Concentration2100;470.86537
Temperature2100;1.85477
