Country ID;Net Zero 1.5;CO2 Emissions 1.5;Forest Contrib 1.5;Net Zero 2.0;CO2 Emissions 2.0;Forest Contrib 2.0;Net Zero 2050;CO2 Emissions 2050;Forest Contrib 2050;Forest Area 2050;Net Zero 2100;CO2 Emissions 2100;Forest Contrib 2100;Forest Area 2100;Reforestation Count;Reduce Emission Count;Buy Offset Count;Do Nothing Count;NDC Achieved Count;NDC Failed Count;Total Reforestation;Total Emission Reduction;Total Carbon Offset Bought;Total Carbon Offset Sold;Agriculture Count;Land Usage Count;Waste Count;Buildings Count;Industry Count;Transport Count;Manufacture Count;Eletricity and Heat Reduction;Fugitive Count;Other Fuels Count;Bunker Fuels Count;Agriculture Reduction;Land Usage Reduction;Reduction;Buildings Reduction;Industry Reduction;Transport Reduction;Manufacture Reduction;Eletricity and Heat Reduction;Fugitive Reduction;Other Fuels Reduction;Bunker Fuels Reduction
Albania;75.36235;118.02131;-4.93889;161.86294;253.67298;-8.36249;160.70420;251.85604;-8.31664;7883.55836;394.50044;618.33309;-17.56585;7874.30915;0;0;20;62;15;1;0.00000;0.00000;24.55849;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Algeria;3247.62761;3518.07891;92402.75520;5952.25462;7569.71804;317711.16216;5925.98764;7515.44974;313954.34408;333514.34408;2435.42844;18430.81313;1474258.22804;1493818.22804;79;3;0;0;3;13;1416434.31747;67.79222;0.00000;0.00000;0;0;0;0;0;3;0;3;3;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;16.35451;0.00000;18.87771;32.55999;0.00000;0.00000
Andorra;0.77558;1.64081;0.00000;1.70123;3.56380;0.00000;1.68884;3.53804;0.00000;160.00000;4.18958;8.73318;0.00000;160.00000;0;0;17;65;16;0;0.00000;0.00000;0.34637;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Angola;-1828.69761;1679.86512;-81286.78895;-3990.95056;3365.03412;-70396.28283;-3958.69035;3345.25095;-70559.76504;623267.13496;-13088.57581;4988.78788;-37585.37913;656241.52087;2;80;0;0;0;16;5343.99504;247.77709;0.00000;92.83706;64;65;5;13;6;10;4;10;58;0;5;67.78211;100.16025;3.00058;13.74256;2.55492;9.27311;2.06146;9.27331;37.58115;0.00000;2.34764
Antigua and Barbuda;21.44142;21.86944;-10.63038;46.60901;47.45960;-22.79007;46.27141;47.11684;-22.62720;61.87280;114.64052;116.25128;-55.47785;29.02215;0;0;17;65;16;0;0.00000;0.00000;4.60793;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Argentina;3635.31930;5356.13392;90635.97070;6645.91767;11417.76100;322222.93627;6620.64109;11341.43803;318665.61707;609635.61707;-3346.17461;17682.16405;1036177.42023;1327147.42023;28;54;0;0;0;16;295476.67877;782.74896;0.00000;2.03398;33;16;10;11;13;22;10;26;12;7;2;265.14026;65.53209;42.13335;51.63244;54.72921;80.77290;39.37124;109.99153;52.32731;18.35488;2.76375
Armenia;115.68289;133.40933;-34.41270;252.56159;290.48992;-74.07925;250.72658;288.38596;-73.54795;3221.65205;621.74595;712.75548;-180.71123;3114.48877;0;0;17;65;1;15;0.00000;0.00000;28.30427;0.00000;0;0;0;0;0;0;0;0;0;0;0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
Australia;380.21599;8069.75486;257898.36157;-2081.91116;17257.78264;864075.43616;-2022.13841;17134.71674;853967.97045;2184912.97045;-41119.73827;37959.13219;3860359.93464;5191304.93463;64;18;0;0;2;14;2685366.30701;938.92417;0.00000;157.50760;13;0;0;0;1;12;4;17;7;0;0;198.40238;0.00000;0.00000;0.00000;7.35975;162.82334;50.06605;423.68793;96.58473;0.00000;0.00000
Austria;720.62453;932.09925;588.46447;1444.61570;1903.79896;1266.69156;1436.55669;1892.39417;1257.60728;40069.50728;1693.84255;2839.87596;3089.90813;41901.80813;0;82;0;0;0;16;0.00000;144.49460;0.00000;0.00000;19;0;7;24;10;63;49;61;1;5;7;14.19340;0.00000;2.41249;16.40447;6.25073;45.71089;20.84880;34.79894;0.15355;1.25579;2.46556
Azerbaijan;627.73237;690.88779;1824.83650;1264.34524;1412.71173;3958.07261;1257.10242;1404.23972;3929.49971;14708.36971;1664.72332;2108.07345;9692.65839;20471.52839;0;82;0;0;0;16;0.00000;107.39481;0.00000;0.00000;37;0;14;36;8;30;9;57;41;7;7;15.28258;0.00000;8.22003;15.18482;2.81370;14.45449;4.01008;27.41356;15.85054;2.26760;1.89741
