Metric Name;Metric Value
T15Year;2031
T15CO2;443.01745
T15ForestSize;40831360.72118
T20Year;2049
T20CO2;483.01219
T20ForestSize;42179960.86358
ForestSize2050;42304504.91131
CO2Concentration2050;485.31533
Temperature2050;2.02752
ForestSize2100;48803705.93742
CO2Concentration2100;451.50501
Temperature2100;1.61205
