Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240423.85392;415.43896;40334652.36249;1.12796
2022;3260414.78390;418.00190;40299469.10434;1.16356
2023;3282081.40558;420.77967;40264748.19330;1.20191
2024;3303594.38322;423.53774;40229469.52516;1.23974
2025;3324945.86642;426.27511;40194526.78373;1.27703
2026;3346127.96138;428.99076;40156822.07349;1.31380
2027;3367131.30353;431.68350;40125733.24895;1.35002
2028;3387945.99598;434.35205;40092553.95567;1.38569
2029;3408562.63551;436.99521;40060207.58806;1.42081
2030;3428970.93919;439.61166;40028236.49589;1.45536
2031;3449160.42976;442.20006;39995314.14046;1.48934
2032;3469119.48617;444.75891;39966648.55229;1.52274
2033;3488836.32597;447.28671;39934850.98151;1.55553
2034;3508299.08165;449.78193;39904596.01421;1.58773
2035;3527494.75126;452.24292;39874757.34575;1.61930
2036;3546410.70338;454.66804;39840812.76052;1.65025
2037;3565032.48530;457.05545;39814869.39162;1.68055
2038;3583345.09647;459.40322;39784598.65042;1.71019
2039;3601333.92666;461.70948;39756408.78930;1.73916
2040;3618983.28233;463.97222;39726845.14914;1.76744
2041;3636277.06179;466.18937;39698222.67275;1.79502
2042;3653197.51034;468.35866;39674634.07440;1.82187
2043;3669726.61840;470.47777;39649938.13227;1.84798
2044;3685846.54304;472.54443;39625734.37121;1.87333
2045;3701539.42261;474.55634;39597066.91412;1.89790
2046;3716786.51091;476.51109;39571033.09280;1.92167
2047;3731566.72125;478.40599;39551131.30314;1.94462
2048;3745859.00926;480.23833;39530959.24738;1.96673
2049;3759642.87641;482.00550;39510690.82231;1.98796
2050;3772897.33562;483.70479;39490583.31401;2.00831
2051;3785601.89062;485.33358;39465191.17650;2.02774
2052;3797731.15044;486.88861;39447714.04153;2.04623
2053;3809263.46482;488.36711;39430227.50732;2.06375
2054;3820177.24272;489.76631;39409757.20108;2.08029
2055;3830450.58305;491.08341;39390910.73922;2.09580
2056;3840061.08835;492.31552;39372195.78887;2.11028
2057;3848986.12567;493.45976;39357789.65009;2.12370
2058;3857203.33934;494.51325;39343595.15248;2.13602
2059;3864692.52443;495.47340;39323377.99166;2.14722
2060;3871434.48356;496.33775;39300924.56751;2.15729
2061;3877409.41431;497.10377;39280799.18495;2.16619
2062;3882596.77715;497.76882;39268704.29096;2.17391
2063;3886977.50818;498.33045;39256976.53569;2.18042
2064;3890536.77138;498.78677;39235831.19020;2.18571
2065;3893262.27529;499.13619;39209185.64102;2.18975
2066;3895141.21105;499.37708;39187106.71676;2.19254
2067;3896159.79993;499.50767;39177656.23963;2.19405
2068;3896299.92348;499.52563;39161891.53893;2.19425
2069;3895560.55201;499.43084;39146126.83824;2.19316
2070;3893938.38380;499.22287;39130362.13754;2.19076
2071;3891433.90252;498.90178;39114597.43684;2.18704
2072;3888046.64597;498.46752;39099155.66032;2.18202
2073;3883783.32981;497.92094;39084971.90513;2.17569
2074;3878653.08351;497.26322;39071051.06995;2.16807
2075;3872668.72389;496.49599;39057287.31476;2.15917
2076;3865846.83340;495.62139;39043523.55957;2.14900
2077;3858310.60948;494.65521;39029919.56432;2.13775
2078;3849920.87631;493.57960;39017572.41217;2.12520
2079;3840760.57849;492.40520;39007026.98287;2.11147
2080;3830860.78549;491.13600;38996481.55356;2.09660
2081;3820391.83421;489.79382;38985936.12425;2.08083
2082;3809623.75315;488.41330;38975390.69495;2.06456
2083;3798264.05963;486.95693;38964993.26564;2.04735
2084;3786338.27388;485.42798;38954947.83634;2.02924
2085;3773920.43426;483.83595;38944902.40703;2.01031
2086;3761131.01004;482.19628;38934856.97773;1.99075
2087;3748208.92725;480.53961;38924811.54842;1.97093
2088;3734923.77618;478.83638;38914766.11911;1.95047
2089;3721287.82012;477.08818;38904720.68981;1.92940
2090;3707343.65386;475.30047;38894675.26050;1.90778
2091;3693163.22140;473.48246;38884629.83120;1.88571
2092;3678922.14329;471.65669;38874584.40189;1.86345
2093;3664463.68253;469.80304;38864538.97259;1.84077
2094;3649794.30698;467.92235;38854493.54328;1.81767
2095;3634939.27244;466.01786;38844448.11397;1.79419
2096;3619942.10313;464.09514;38834406.93177;1.77038
2097;3604919.28676;462.16914;38824365.88996;1.74643
2098;3589769.60332;460.22687;38839349.51268;1.72218
2099;3574492.64618;458.26829;38842556.06813;1.69762
2100;3559105.29848;456.29555;38845762.62359;1.67277
2101;3543633.62525;454.31200;38848969.17904;1.64769
