Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240559.01615;415.45628;40568957.08892;1.12820
2022;3260616.82608;418.02780;40772930.71394;1.16392
2023;3282425.55397;420.82379;40983077.67167;1.20252
2024;3304111.93982;423.60409;41198132.61928;1.24065
2025;3325672.72950;426.36830;41418419.39454;1.27830
2026;3347104.88489;429.11601;41641789.63472;1.31549
2027;3368403.38546;431.84659;41881890.05383;1.35221
2028;3389562.98071;434.55936;42125900.62484;1.38847
2029;3410579.93939;437.25384;42376876.71176;1.42425
2030;3431449.98096;439.92948;42634493.95087;1.45956
2031;3452169.37973;442.58582;42895094.54606;1.49441
2032;3472733.21347;445.22221;43168963.91743;1.52878
2033;3493136.35766;447.83799;43446374.19570;1.56269
2034;3513374.40325;450.43262;43732056.18574;1.59612
2035;3533442.37573;453.00543;44024008.74532;1.62908
2036;3553336.07884;455.55591;44318806.00138;1.66157
2037;3573049.53060;458.08327;44629989.14050;1.69359
2038;3592576.59782;460.58674;44944182.30834;1.72513
2039;3611912.15442;463.06566;45267932.81791;1.75619
2040;3631050.87413;465.51934;45595144.51454;1.78676
2041;3649987.83362;467.94716;45928722.65570;1.81686
2042;3668715.59090;470.34815;46280284.18342;1.84647
2043;3687226.49287;472.72135;46638735.66366;1.87559
2044;3705514.39544;475.06595;47005304.23991;1.90421
2045;3723573.68312;477.38124;47374832.14743;1.93233
2046;3741398.41547;479.66646;47753756.52239;1.95996
2047;3758980.30061;481.92055;48149230.02549;1.98708
2048;3776311.10880;484.14245;48553093.68597;2.01368
2049;3793384.15067;486.33130;48963601.57617;2.03977
2050;3810193.01410;488.48628;49380297.31663;2.06535
2051;3826731.90133;490.60665;49799453.17012;2.09040
2052;3842992.07817;492.69129;50242243.49114;2.11492
2053;3858963.61907;494.73893;50694418.56260;2.13890
2054;3874640.01847;496.74872;51149340.51758;2.16234
2055;3890015.46790;498.71993;51609441.59667;2.18524
2056;3905082.51211;500.65160;52082143.53965;2.20759
2057;3919334.28398;502.47875;52573868.04301;2.22866
2058;3932993.91485;504.22999;53074596.57722;2.24877
2059;3946026.06121;505.90078;53570245.39969;2.26789
2060;3958429.06731;507.49091;54072585.58741;2.28603
2061;3970188.30259;508.99850;54585478.40406;2.30317
2062;3981286.62869;510.42136;55123798.83859;2.31930
2063;3991708.02628;511.75744;55670124.33158;2.33441
2064;4001442.43008;513.00544;56210741.66792;2.34848
2065;4010481.95701;514.16435;56751944.66243;2.36152
2066;4018818.00326;515.23308;57298361.88187;2.37351
2067;4026436.70897;516.20983;57884671.80554;2.38445
2068;4033325.60073;517.09303;58476025.23254;2.39433
2069;4039480.56306;517.88212;59065748.83381;2.40313
2070;4044897.98813;518.57667;59667368.53722;2.41087
2071;4049577.76534;519.17664;60256828.18045;2.41755
2072;4053516.27771;519.68157;60891168.80385;2.42316
2073;4056709.40873;520.09095;61527739.31243;2.42771
2074;4059163.94092;520.40563;62156605.76820;2.43120
2075;4060887.46266;520.62660;62795407.08069;2.43365
2076;4061890.81018;520.75523;63420468.42840;2.43507
2077;4062241.11662;520.80014;64102960.97275;2.43557
2078;4061846.44804;520.74954;64779645.75599;2.43501
2079;4060758.73480;520.61009;65453773.46434;2.43347
2080;4058997.53493;520.38430;66127258.15973;2.43096
2081;4056672.44597;520.08621;66759338.92386;2.42766
2082;4053938.29698;519.73568;67484826.79366;2.42377
2083;4050605.92891;519.30845;68196408.42895;2.41902
2084;4046694.20236;518.80695;68901915.35016;2.41345
2085;4042250.25673;518.23721;69598791.61008;2.40711
2086;4037358.91005;517.61012;70229969.66383;2.40013
2087;4032153.44318;516.94275;70992471.44807;2.39269
2088;4026477.50612;516.21506;71732741.15366;2.38457
2089;4020344.44871;515.42878;72460416.39484;2.37578
2090;4013783.18504;514.58759;73181921.64898;2.36636
2091;4006447.65017;513.64713;73896472.71945;2.35581
2092;3998665.86043;512.64947;74685738.74350;2.34460
2093;3990012.34575;511.54004;75447790.99185;2.33212
2094;3980645.38287;510.33915;76212904.49521;2.31857
2095;3970635.37631;509.05582;76954613.24944;2.30406
2096;3960092.95852;507.70423;77683169.31977;2.28874
2097;3949134.15884;506.29925;78494075.29295;2.27277
2098;3937596.53610;504.82007;79266663.98390;2.25591
2099;3925500.17175;503.26925;80043289.50604;2.23818
2100;3912890.45930;501.65262;80787340.36471;2.21964
2101;3899841.34448;499.97966;81514763.96209;2.20040
