Year;BRA;COD;AGO;TZA;MOZ;MMR
0;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;-18027.00000;-11013.80000;-5550.70000;-4690.00000;-3117.10000;-2897.10000
2;-37932.00000;-22027.50000;-11101.20000;-9380.00000;-5334.00000;-5794.20000
3;-48334.00000;-33041.30000;-16651.80000;-14070.00000;-7158.32000;-8691.30000
4;-60863.00000;-44055.10000;-22202.50000;-18760.00000;-9738.90000;-11588.40000
5;-72652.00000;-55068.80000;-27753.10000;-23450.00000;-11962.40000;-14485.50000
6;-85349.75000;-52074.00424;-26020.19544;-28140.00000;-10714.40240;-17382.60000
7;-98047.50000;-49019.83604;-24251.70597;-32830.00000;-11249.55859;-20279.70000
8;-110745.25000;-45861.90925;-22424.41141;-37520.00000;-11784.71479;-23176.80000
9;-123443.00000;-42619.59692;-20548.28822;-42210.00000;-12319.87099;-26073.90000
10;-136140.75000;-39290.96296;-18622.21610;-46900.00000;-12855.02719;-28971.00000
11;-148838.50000;-35874.04639;-16645.06037;-51590.00000;-13390.18339;-31868.10000
12;-161536.25000;-32366.86225;-14615.67244;-49973.70527;-13925.33959;-34765.20000
13;-174234.00000;-28767.40277;-12532.89055;-51510.55791;-14460.49578;-37662.30000
14;-186931.75000;-25073.63856;-10395.54042;-53047.41054;-14995.65198;-40559.40000
15;-199629.50000;-21283.52001;-8202.43605;-54584.26318;-15530.80818;-43456.50000
16;-212327.25000;-17394.97870;-5952.38060;-56121.11581;-16065.96438;-46353.60000
17;-197851.90428;-13405.92911;-3644.16730;-54228.57086;-16601.12058;-49250.70000
18;-196963.10643;-9314.27032;-1276.58048;-52287.34452;-17136.27678;-52147.80000
19;-196074.30857;-5117.88798;1151.60330;-50296.43365;-17671.43297;-55044.90000
20;-195185.51071;-814.65639;3641.61406;-48771.21009;-18206.58917;-57942.00000
21;-194296.71285;3597.55927;6194.68708;-47245.98653;-18741.74537;-60839.10000
22;-193407.91499;8120.90046;8812.06148;-45720.76297;-19276.90157;-63736.20000
23;-192519.11714;12757.51270;11494.97876;-44195.53941;-19812.05777;-66633.30000
24;-191630.31928;17509.54275;14244.68109;-42670.31585;-20347.21397;-69530.40000
25;-190741.52142;22379.13556;17062.40963;-41145.09229;-20882.37016;-72427.50000
26;-189852.72356;27368.43108;19949.40264;-39619.86873;-21417.52636;-75324.60000
27;-188963.92571;32479.56078;22906.89346;-38094.64517;-21952.68256;-78221.70000
28;-188075.12785;37714.64401;25936.10844;-36569.42161;-22487.83876;-81118.80000
29;-187186.32999;43075.78408;29038.26461;-35044.19805;-23022.99496;-84015.90000
30;-186297.53213;48565.06406;32214.56733;-33518.97449;-23558.15116;-86913.00000
31;-185408.73427;54184.54244;35466.20771;-31993.75093;-24093.30735;-89810.10000
