Metric Name;Metric Value
T15Year;2031
T15CO2;443.01538
T15ForestSize;41105292.20892
T20Year;2049
T20CO2;483.01017
T20ForestSize;43086899.97820
ForestSize2050;43312570.04795
CO2Concentration2050;485.78215
Temperature2050;2.03309
ForestSize2100;54240945.75476
CO2Concentration2100;460.84604
Temperature2100;1.73004
