Metric Name;Metric Value
T15Year;2031
T15CO2;443.01769
T15ForestSize;41824320.90279
T20Year;2049
T20CO2;483.01375
T20ForestSize;45518214.65483
ForestSize2050;45789619.02009
CO2Concentration2050;484.83446
Temperature2050;2.02177
ForestSize2100;65343365.36178
CO2Concentration2100;454.87569
Temperature2100;1.65486
