Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240448.64779;415.44213;40479401.76093;1.12800
2022;3260419.21011;418.00246;40590144.11165;1.16357
2023;3282061.52545;420.77712;40704395.75274;1.20187
2024;3303532.91340;423.52986;40821381.99733;1.23963
2025;3324826.37045;426.25979;40941376.81892;1.27682
2026;3345934.89639;428.96601;41062181.34823;1.31346
2027;3366848.85653;431.64729;41200002.41316;1.34953
2028;3387558.67850;434.30239;41336180.16743;1.38503
2029;3408056.50492;436.93032;41476870.33308;1.41995
2030;3428333.15914;439.52989;41621695.23031;1.45428
2031;3448379.77645;442.09997;41766852.02585;1.48803
2032;3468185.47152;444.63916;41926045.59078;1.52117
2033;3487738.86585;447.14601;42086111.70874;1.55371
2034;3507029.55838;449.61917;42251807.48275;1.58563
2035;3526046.37211;452.05723;42420506.29993;1.61692
2036;3544778.62758;454.45880;42589191.99486;1.64758
2037;3563210.57788;456.82187;42771975.62844;1.67758
2038;3581333.06332;459.14526;42954486.04261;1.70693
2039;3599122.25525;461.42593;43143043.37626;1.73560
2040;3616569.62087;463.66277;43331728.03015;1.76357
2041;3633661.91942;465.85409;43523447.45271;1.79085
2042;3650383.05963;467.99783;43729727.84520;1.81740
2043;3666716.41991;470.09185;43939416.23956;1.84322
2044;3682646.56793;472.13418;44153680.69605;1.86829
2045;3698158.28750;474.12286;44367304.93426;1.89260
2046;3713235.59404;476.05585;44587651.51621;1.91613
2047;3727859.77585;477.93074;44820978.47561;1.93886
2048;3742012.13687;479.74515;45058925.17635;1.96077
2049;3755675.27398;481.49683;45299690.75800;1.98184
2050;3768831.83637;483.18357;45542765.17049;2.00205
2051;3781464.89302;484.80319;45784368.43069;2.02140
2052;3793554.40431;486.35313;46045704.58491;2.03985
2053;3805077.98359;487.83051;46318694.28268;2.05738
2054;3816017.14026;489.23297;46587113.46872;2.07397
2055;3826355.08321;490.55834;46856723.89567;2.08960
2056;3836072.87466;491.80421;47134821.26525;2.10426
2057;3845147.72384;492.96766;47438521.00471;2.11791
2058;3853558.22807;494.04593;47743666.21960;2.13053
2059;3861288.90542;495.03704;48040685.56327;2.14211
2060;3868324.43376;495.93903;48341077.40851;2.15262
2061;3874647.55964;496.74969;48648740.40687;2.16205
2062;3880238.73345;497.46650;48978288.74497;2.17038
2063;3885079.78704;498.08715;49312246.31001;2.17758
2064;3889158.75065;498.61010;49636977.05118;2.18364
2065;3892466.11313;499.03412;49958766.75941;2.18855
2066;3894991.60247;499.35790;50284489.37417;2.19229
2067;3896676.39581;499.57390;50643530.95608;2.19479
2068;3897545.75997;499.68535;51003705.08632;2.19607
2069;3897587.56118;499.69071;51358348.19787;2.19614
2070;3896798.69039;499.58958;51721001.41609;2.19497
2071;3895179.16239;499.38194;52073403.69209;2.19257
2072;3892727.06552;499.06757;52460996.36745;2.18894
2073;3889441.59373;498.64636;52847012.71520;2.18407
2074;3885264.75686;498.11087;53222003.29669;2.17787
2075;3880241.80148;497.46690;53602728.43725;2.17041
2076;3874393.21610;496.71708;53967973.31895;2.16171
2077;3867797.55322;495.87148;54380355.36101;2.15189
2078;3860341.78694;494.91561;54783563.01558;2.14076
2079;3852097.55944;493.85866;55186279.64721;2.12844
2080;3843092.56855;492.70418;55585648.72659;2.11495
2081;3833482.45771;491.47211;55943419.36113;2.10052
2082;3823483.78057;490.19023;56381181.82532;2.08547
2083;3812840.92785;488.82576;56801714.94914;2.06940
2084;3801579.21712;487.38195;57219180.51701;2.05236
2085;3789763.44538;485.86711;57628846.15578;2.03442
2086;3777508.86232;484.29601;57967285.94441;2.01576
2087;3765008.47737;482.69339;58426443.92678;1.99667
2088;3752057.93786;481.03307;58952771.04239;1.97682
2089;3738654.96786;479.31474;59426312.01287;1.95620
2090;3724825.18037;477.54169;59899273.48185;1.93485
2091;3710638.41782;475.72287;60358524.34870;1.91288
2092;3696157.00107;473.86628;60884620.37177;1.89035
2093;3681282.51101;471.95930;61377386.10189;1.86713
2094;3666031.94637;470.00410;61873810.28563;1.84322
2095;3650436.66615;468.00470;62365874.55642;1.81867
2096;3634550.61696;465.96803;62834942.76601;1.79356
2097;3618450.66204;463.90393;63359205.07608;1.76800
2098;3601764.94231;461.76474;63852037.31187;1.74139
2099;3584645.08565;459.56988;64350332.92044;1.71396
2100;3567131.59855;457.32456;64842759.09478;1.68576
2101;3549293.58293;455.03764;65306397.06464;1.65691
