Metric Name;Metric Value
T15Year;2031
T15CO2;443.01579
T15ForestSize;41665416.30928
T20Year;2049
T20CO2;483.01294
T20ForestSize;45045278.74988
ForestSize2050;45319468.93953
CO2Concentration2050;484.99618
Temperature2050;2.02370
ForestSize2100;62998372.35416
CO2Concentration2100;456.08230
Temperature2100;1.67013
