Metric Name;Metric Value
T15Year;2031
T15CO2;443.01539
T15ForestSize;40670966.49512
T20Year;2049
T20CO2;483.01363
T20ForestSize;41744623.87629
ForestSize2050;41812195.60420
CO2Concentration2050;484.69215
Temperature2050;2.02007
ForestSize2100;46283160.81586
CO2Concentration2100;446.01675
Temperature2100;1.54156
