Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240549.96503;415.45512;40588221.90747;1.12819
2022;3260592.78983;418.02472;40815448.37205;1.16388
2023;3282373.94349;420.81717;41047556.13250;1.20243
2024;3304022.08354;423.59257;41285040.20654;1.24049
2025;3325534.96146;426.35064;41530169.62089;1.27806
2026;3346906.53460;429.09058;41777905.22981;1.31515
2027;3368133.01003;431.81192;42039176.92769;1.35175
2028;3389209.38152;434.51402;42304847.16427;1.38786
2029;3410131.53488;437.19635;42577982.04445;1.42348
2030;3430894.79206;439.85831;42858268.05263;1.45862
2031;3451491.78995;442.49895;43141925.65376;1.49327
2032;3471918.66181;445.11778;43439316.60518;1.52742
2033;3492169.76715;447.71407;43740722.74850;1.56108
2034;3512240.14752;450.28720;44050965.94356;1.59425
2035;3532121.52858;452.83609;44367913.00509;1.62691
2036;3551810.37758;455.36030;44688190.75766;1.65908
2037;3571300.24566;457.85901;45026092.94433;1.69075
2038;3590563.70825;460.32868;45366940.89466;1.72187
2039;3609604.22041;462.76977;45717758.15298;1.75248
2040;3628415.19752;465.18144;46072456.22072;1.78255
2041;3646988.82562;467.56267;46433938.33257;1.81209
2042;3665317.03206;469.91244;46813833.69324;1.84109
2043;3683390.72889;472.22958;47201056.34629;1.86955
2044;3701202.29104;474.51311;47596840.85616;1.89745
2045;3718744.57703;476.76213;47996036.80781;1.92481
2046;3736010.07667;478.97565;48405088.60024;1.95160
2047;3752988.88648;481.15242;48831156.05370;1.97782
2048;3769671.12549;483.29117;49266087.23621;2.00348
2049;3786048.41634;485.39082;49708143.11978;2.02855
2050;3802112.62557;487.45034;50156874.06607;2.05303
2051;3817856.21809;489.46875;50608478.02320;2.07693
2052;3833266.06178;491.44437;51084270.71246;2.10022
2053;3848331.63957;493.37585;51569940.41191;2.12290
2054;3863041.40652;495.26172;52058787.46784;2.14496
2055;3877386.88507;497.10088;52556051.80978;2.16639
2056;3891357.35996;498.89197;53064539.43695;2.18718
2057;3904942.09713;500.63360;53594990.06727;2.20733
2058;3918129.56811;502.32430;54135939.81513;2.22682
2059;3930912.56538;503.96315;54673477.73264;2.24564
2060;3943282.24633;505.54901;55219209.18767;2.26380
2061;3955232.80341;507.08113;55778754.84474;2.28129
2062;3966748.53998;508.55751;56364634.50582;2.29809
2063;3977820.13022;509.97694;56962516.66752;2.31420
2064;3988399.00415;511.33321;57554644.86535;2.32955
2065;3998502.12063;512.62848;58148359.26293;2.34417
2066;4008100.09864;513.85899;58748545.42582;2.35802
2067;4017193.41685;515.02480;59390113.11793;2.37111
2068;4025737.52316;516.12020;60037751.85412;2.38338
2069;4033746.30634;517.14696;60684894.50003;2.39486
2070;4041207.39579;518.10351;61344225.79787;2.40554
2071;4048113.99546;518.98897;61992699.12305;2.41540
2072;4054467.05959;519.80347;62687314.50625;2.42446
2073;4060239.10754;520.54348;63383798.69994;2.43267
2074;4065445.72832;521.21099;64073496.00838;2.44007
2075;4070091.32837;521.80658;64774129.89738;2.44667
2076;4074182.85056;522.33113;65461279.65744;2.45247
2077;4077759.58500;522.78969;66207572.95197;2.45754
2078;4080732.22937;523.17080;66948606.23436;2.46174
2079;4083147.89550;523.48050;67687861.07009;2.46516
2080;4085021.13745;523.72066;68427541.22088;2.46781
2081;4086426.79462;523.90087;69125424.58177;2.46979
2082;4087458.47556;524.03314;69919342.03108;2.47125
2083;4087578.07280;524.04847;70700060.15184;2.47142
2084;4087001.18660;523.97451;71475070.67331;2.47060
2085;4085789.53261;523.81917;72242502.53732;2.46889
2086;4083391.55629;523.51174;72943652.94030;2.46551
2087;4080229.48383;523.10634;73776589.47153;2.46104
2088;4076001.44423;522.56429;74587006.16918;2.45506
2089;4070790.45849;521.89621;75383867.46961;2.44768
2090;4064711.96399;521.11692;76172348.32340;2.43906
2091;4057927.74576;520.24715;76955230.22194;2.42943
2092;4050612.40776;519.30928;77814969.69302;2.41903
2093;4042524.46131;518.27237;78647880.65325;2.40750
2094;4033668.72340;517.13702;79482916.31635;2.39486
2095;4024122.09461;515.91309;80291467.81204;2.38120
2096;4013992.97100;514.61448;81088808.20680;2.36668
2097;4003464.17745;513.26464;81963273.87057;2.35154
2098;3992338.45070;511.83826;82803245.49575;2.33551
2099;3980632.14425;510.33745;83647247.22985;2.31858
2100;3966824.49134;508.56724;84454051.35610;2.29857
2101;3951769.70387;506.63714;85246345.44264;2.27667
