Metric Name;Metric Value
T15Year;2031
T15CO2;443.01678
T15ForestSize;41445261.31599
T20Year;2050
T20CO2;483.01454
T20ForestSize;44218523.43217
ForestSize2050;44357777.63178
CO2Concentration2050;484.23966
Temperature2050;2.01465
ForestSize2100;57970000.53753
CO2Concentration2100;443.35465
Temperature2100;1.50720
