Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240534.31721;415.45312;40576035.75118;1.12816
2022;3260564.25615;418.02106;40786878.55784;1.16383
2023;3282322.31678;420.81055;41003962.13081;1.20234
2024;3303940.85327;423.58216;41226012.41707;1.24035
2025;3325415.77242;426.33536;41453354.60170;1.27785
2026;3346743.15429;429.06964;41683841.68661;1.31487
2027;3367917.66103;431.78432;41927426.70938;1.35138
2028;3388933.68294;434.47868;42174962.37416;1.38739
2029;3409786.47519;437.15211;42429504.93542;1.42290
2030;3430470.69423;439.80394;42690730.92882;1.45790
2031;3450981.50025;442.43353;42954983.46586;1.49241
2032;3471312.80409;445.04010;43232548.88177;1.52641
2033;3491458.25995;447.62285;43513700.22914;1.55990
2034;3511412.16819;450.18105;43803250.52251;1.59288
2035;3531168.20183;452.71387;44099145.74119;1.62534
2036;3550720.76232;455.22061;44397961.49774;1.65730
2037;3570062.41008;457.70031;44713211.90031;1.68873
2038;3589185.49580;460.15199;45031536.31417;1.71965
2039;3608083.31329;462.57478;45359483.26494;1.75003
2040;3626748.89390;464.96781;45690957.80956;1.77988
2041;3645151.72193;467.32714;46028720.03096;1.80917
2042;3663293.04056;469.65295;46386722.56562;1.83789
2043;3681162.39020;471.94390;46751625.04871;1.86604
2044;3698751.10965;474.19886;47124654.79333;1.89361
2045;3716050.98623;476.41679;47500654.20274;1.92060
2046;3733053.40473;478.59659;47886060.57908;1.94700
2047;3749747.34169;480.73684;48287921.01751;1.97281
2048;3766121.76884;482.83612;48698163.86946;1.99801
2049;3782167.11911;484.89322;49115043.09446;2.02260
2050;3797874.04421;486.90693;49538102.20281;2.04656
2051;3813233.76575;488.87612;49963574.04407;2.06990
2052;3828234.51675;490.79930;50412732.33583;2.09260
2053;3842863.29684;492.67478;50871287.87387;2.11466
2054;3857110.51851;494.50135;51332561.14028;2.13605
2055;3870967.25939;496.27785;51799175.21757;2.15678
2056;3884422.94001;498.00294;52278468.47383;2.17684
2057;3897424.55034;499.66981;52779754.09560;2.19616
2058;3909978.00570;501.27923;53290863.02784;2.21474
2059;3922074.53773;502.83007;53797473.48435;2.23260
2060;3933704.28499;504.32106;54311618.77134;2.24971
2061;3944857.54768;505.75097;54837283.36780;2.26607
2062;3955521.06491;507.11809;55389300.30283;2.28167
2063;3965682.44568;508.42083;55950251.12081;2.29650
2064;3975334.95080;509.65833;56506425.79249;2.31054
2065;3984473.67366;510.82996;57064120.34072;2.32381
2066;3993092.58818;511.93495;57627964.50095;2.33629
2067;4001160.65157;512.96931;58232475.76281;2.34795
2068;4008676.48465;513.93288;58842884.35264;2.35879
2069;4014380.49628;514.66417;59449772.31790;2.36700
2070;4018890.06947;515.24232;60068040.56081;2.37348
2071;4022204.99472;515.66731;60673485.74468;2.37824
2072;4024323.15686;515.93887;61323017.56137;2.38128
2073;4025243.94160;516.05692;61972873.29320;2.38260
2074;4024979.24861;516.02298;62614446.12509;2.38222
2075;4023543.41532;515.83890;63265436.27633;2.38017
2076;4020955.88574;515.50716;63902149.45005;2.37645
2077;4017346.56305;515.04443;64595630.88341;2.37127
2078;4012553.17883;514.42989;65282508.98584;2.36439
2079;4006670.31824;513.67568;65966542.07332;2.35593
2080;3999733.53458;512.78635;66649542.53395;2.34594
2081;3991911.39443;511.78351;67290754.89642;2.33465
2082;3983496.41635;510.70467;68024858.40251;2.32249
2083;3974155.54909;509.50712;68744946.56257;2.30896
2084;3963922.93245;508.19525;69458802.02441;2.29410
2085;3952887.41049;506.78044;70163925.04296;2.27803
2086;3941150.23631;505.27567;70803046.94884;2.26090
2087;3928991.78932;503.71690;71573283.83793;2.24309
2088;3916130.21487;502.06798;72321093.03425;2.22420
2089;3902588.06311;500.33180;73056169.85081;2.20425
2090;3888404.36005;498.51338;73782404.37883;2.18327
2091;3873664.31181;496.62363;74502947.09553;2.16140
2092;3858563.31854;494.68760;75299726.29782;2.13890
2093;3842906.71602;492.68035;76069608.96600;2.11549
2094;3826709.00893;490.60372;76842686.67894;2.09116
2095;3810009.68271;488.46278;77588763.21003;2.06598
2096;3792874.75337;486.26599;78323601.64952;2.04003
2097;3775397.74620;484.02535;79135473.37684;2.01343
2098;3757376.26900;481.71491;79912764.07652;1.98589
2099;3738699.26493;479.32042;80694027.84042;1.95720
2100;3719489.36676;476.85761;81438161.78429;1.92755
2101;3699821.26395;474.33606;82167798.73710;1.89704
