Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240428.80791;415.43959;40418883.33259;1.12797
2022;3260397.64930;417.99970;40470038.78150;1.16353
2023;3282032.26619;420.77337;40524084.02235;1.20182
2024;3303497.05757;423.52526;40579918.20930;1.23957
2025;3324784.15988;426.25438;40638488.86689;1.27675
2026;3345885.68709;428.95970;40696752.63376;1.31338
2027;3366792.30473;431.64004;40764142.56436;1.34944
2028;3387494.16963;434.29412;40832008.13908;1.38492
2029;3407981.95733;436.92076;40903329.18796;1.41982
2030;3428245.49001;439.51865;40977705.05960;1.45414
2031;3448274.42333;442.08646;41053866.73596;1.48785
2032;3468057.29817;444.62273;41137080.24491;1.52096
2033;3487582.52444;447.12596;41220015.26137;1.55345
2034;3506838.45865;449.59467;41307405.17006;1.58531
2035;3525812.35569;452.02723;41398182.78084;1.61653
2036;3544491.94098;454.42204;41487484.42262;1.64711
2037;3562863.08730;456.77732;41588280.35697;1.67702
2038;3580911.08911;459.09117;41687898.95631;1.70625
2039;3598618.15054;461.36130;41792274.18300;1.73479
2040;3615970.79942;463.58600;41898267.93036;1.76261
2041;3632953.96522;465.76333;42004816.94710;1.78972
2042;3649550.39126;467.89108;42122952.68022;1.81608
2043;3665742.03342;469.96693;42243136.49680;1.84168
2044;3681511.61886;471.98867;42367021.46430;1.86651
2045;3696842.00668;473.95410;42488993.44807;1.89054
2046;3711715.20909;475.86092;42616880.54984;1.91376
2047;3726110.68631;477.70650;42755019.35976;1.93614
2048;3740007.96327;479.48820;42896304.96481;1.95766
2049;3753387.26017;481.20349;43040961.04638;1.97830
2050;3766220.76406;482.84882;43204513.15490;1.99804
2051;3778471.46997;484.41942;43356412.45132;2.01681
2052;3790142.02868;485.91564;43532017.96364;2.03463
2053;3801175.22120;487.33016;43704324.15966;2.05143
2054;3811563.54504;488.66199;43876091.60754;2.06720
2055;3821286.78898;489.90856;44045083.60299;2.08192
2056;3830323.74323;491.06715;44219689.87657;2.09557
2057;3838651.15375;492.13476;44405105.29577;2.10812
2058;3846246.51160;493.10853;44593277.65626;2.11953
2059;3853090.41868;493.98595;44775956.61224;2.12980
2060;3859164.41003;494.76467;44959186.25799;2.13890
2061;3864449.05689;495.44219;45147172.63002;2.14680
2062;3868921.77490;496.01561;45345631.28158;2.15348
2063;3872564.95523;496.48269;45546909.69919;2.15891
2064;3875363.95768;496.84153;45741231.56645;2.16309
2065;3877306.59490;497.09059;45932520.10032;2.16598
2066;3878380.05847;497.22821;46130845.21540;2.16758
2067;3878570.45437;497.25262;46344268.90922;2.16786
2068;3877866.96699;497.16243;46558927.32791;2.16681
2069;3876263.61604;496.95687;46773562.00893;2.16443
2070;3873723.88752;496.63127;46988640.19890;2.16065
2071;3870263.62627;496.18764;47205174.56780;2.15549
2072;3865863.95363;495.62358;47429573.60187;2.14893
2073;3860528.06955;494.93950;47652736.46386;2.14097
2074;3854271.48960;494.13737;47873203.00335;2.13161
2075;3847107.21639;493.21887;48097269.79654;2.12089
2076;3839052.08711;492.18617;48322538.54177;2.10880
2077;3830221.04483;491.05398;48557189.15602;2.09553
2078;3820479.39539;489.80505;48788231.89615;2.08085
2079;3809909.63320;488.44995;49015289.14783;2.06489
2080;3798542.25314;486.99260;49247414.10141;2.04767
2081;3786542.74657;485.45420;49480614.45107;2.02944
2082;3774172.16800;483.86823;49726526.36126;2.01059
2083;3761144.68471;482.19804;49964937.54762;1.99067
2084;3747487.92003;480.44717;50194616.88630;1.96971
2085;3733274.34231;478.62492;50430948.97821;1.94783
2086;3718407.09068;476.71886;50666318.31024;1.92484
2087;3703148.58650;474.76264;50901693.85833;1.90116
2088;3687296.41219;472.73031;51137066.29838;1.87646
2089;3670877.43991;470.62531;51372438.73844;1.85076
2090;3653961.01735;468.45654;51607811.17850;1.82417
2091;3636656.82352;466.23805;51843183.61855;1.79684
2092;3619144.72212;463.99291;52078559.16664;1.76905
2093;3601236.97878;461.69705;52313933.16071;1.74050
2094;3582945.79468;459.35202;52549307.15479;1.71119
2095;3564310.19939;456.96285;52784681.14886;1.68117
2096;3545395.07917;454.53783;53020059.39003;1.65055
2097;3526347.04133;452.09577;53255439.32562;1.61954
2098;3507031.73825;449.61945;53490882.95420;1.58793
2099;3487455.22620;447.10964;53727029.61278;1.55572
2100;3467640.28821;444.56927;53963176.27136;1.52293
2101;3447626.00940;442.00333;54199322.92994;1.48963
