Metric Name;Metric Value
T15Year;2031
T15CO2;443.01582
T15ForestSize;42805295.38484
T20Year;2048
T20CO2;483.00766
T20ForestSize;48216321.23810
ForestSize2050;49053891.81355
CO2Concentration2050;487.11023
Temperature2050;2.04892
ForestSize2100;78100060.09564
CO2Concentration2100;484.88086
Temperature2100;2.02319
