Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240443.78790;415.44151;40401230.19147;1.12799
2022;3260434.70110;418.00445;40433965.37833;1.16360
2023;3282108.31014;420.78312;40468746.41474;1.20196
2024;3303626.50416;423.54186;40504482.73332;1.23979
2025;3324982.12912;426.27976;40542102.73176;1.27710
2026;3346168.03710;428.99590;40578543.67549;1.31387
2027;3367175.67497;431.68919;40623219.00924;1.35010
2028;3387995.99180;434.35846;40667458.37813;1.38578
2029;3408620.49341;437.00263;40714221.56351;1.42091
2030;3429039.86485;439.62050;40763087.66519;1.45548
2031;3449244.65811;442.21085;40812767.23099;1.48948
2032;3469224.34490;444.77235;40868505.68526;1.52291
2033;3488968.30128;447.30363;40922951.94759;1.55575
2034;3508465.88613;449.80332;40980818.51454;1.58800
2035;3527705.39369;452.26992;41041017.19560;1.61965
2036;3546675.62647;454.70200;41098663.22944;1.65068
2037;3565363.57268;457.09789;41166705.72153;1.68109
2038;3583755.68114;459.45586;41232451.84825;1.71086
2039;3601838.93338;461.77422;41302348.35422;1.73998
2040;3619599.30427;464.05119;41372979.04053;1.76843
2041;3637023.00321;466.28500;41443264.55862;1.79621
2042;3654094.09520;468.47360;41524220.32189;1.82330
2043;3670795.89924;470.61486;41606291.75510;1.84967
2044;3687112.54658;472.70674;41691116.10412;1.87533
2045;3703028.34048;474.74722;41773063.56469;1.90024
2046;3718526.77618;476.73420;41859946.75410;1.92439
2047;3733584.60390;478.66469;41955838.69650;1.94776
2048;3748184.91195;480.53653;42053739.76131;1.97032
2049;3762309.45201;482.34737;42153857.05468;1.99207
2050;3775877.70687;484.08689;42250637.41843;2.01288
2051;3788901.20753;485.75657;42344831.26697;2.03279
2052;3801358.61927;487.35367;42450718.29401;2.05176
2053;3813227.73266;488.87535;42558033.87253;2.06978
2054;3824488.38740;490.31902;42663820.36532;2.08682
2055;3835121.24488;491.68221;42765830.19916;2.10286
2056;3845105.96972;492.96230;42872442.81010;2.11789
2057;3854418.94335;494.15627;42996353.92174;2.13187
2058;3863037.90531;495.26127;43118236.55614;2.14477
2059;3870944.93838;496.27499;43233587.37929;2.15658
2060;3878122.42494;497.19518;43348443.03080;2.16728
2061;3884551.96949;498.01948;43465767.08865;2.17685
2062;3890213.84390;498.74536;43595990.77369;2.18526
2063;3895089.51435;499.37045;43727836.28125;2.19249
2064;3899165.92108;499.89307;43846887.43943;2.19853
2065;3902432.09229;500.31181;43963664.13944;2.20337
2066;3904876.91215;500.62525;44078434.18369;2.20698
2067;3906486.57974;500.83161;44218444.34097;2.20936
2068;3907248.98880;500.92936;44358643.14304;2.21049
2069;3907159.93632;500.91794;44489961.28795;2.21035
2070;3906216.97696;500.79705;44625827.59275;2.20896
2071;3904421.11885;500.56681;44748040.04913;2.20631
2072;3901772.40807;500.22723;44898209.28327;2.20239
2073;3898245.18413;499.77502;45046748.41137;2.19718
2074;3893864.12861;499.21335;45181216.67165;2.19069
2075;3888643.05811;498.54398;45318612.71415;2.18295
2076;3882589.85088;497.76793;45452967.78944;2.17397
2077;3875790.14372;496.89617;45604305.52248;2.16386
2078;3868129.35515;495.91402;45751294.54135;2.15246
2079;3859686.93726;494.83166;45892632.80900;2.13986
2080;3850497.84632;493.65357;46027549.22853;2.12612
2081;3840726.71789;492.40086;46167321.86355;2.11148
2082;3830615.46721;491.10455;46325275.05664;2.09629
2083;3819889.97295;489.72948;46474938.11196;2.08013
2084;3808577.81008;488.27921;46615110.94725;2.06304
2085;3796752.81218;486.76318;46744908.74609;2.04512
2086;3784529.87718;485.19614;46882273.10050;2.02655
2087;3772127.42590;483.60608;47045090.87746;2.00763
2088;3759324.83993;481.96472;47204650.70164;1.98805
2089;3746137.43236;480.27403;47346023.37177;1.96780
2090;3732607.60900;478.53944;47494122.42930;1.94696
2091;3718802.56844;476.76956;47642221.48683;1.92562
2092;3704885.80838;474.98536;47803868.05304;1.90402
2093;3690707.89760;473.16768;47959993.98937;1.88194
2094;3676276.48360;471.31750;48112962.38020;1.85937
2095;3661615.89964;469.43794;48267196.26267;1.83636
2096;3646767.26834;467.53427;48421434.39223;1.81296
2097;3631840.82997;465.62062;48575672.66219;1.78934
2098;3616741.21982;463.68477;48729975.40216;1.76535
2099;3601471.80700;461.72715;48884981.17212;1.74098
2100;3586046.97427;459.74961;49039986.94209;1.71627
2101;3570491.90630;457.75537;49194992.71205;1.69124
